,likelihood
0,11533.798828125
1,9561.8759765625
2,8028.1591796875
3,6816.2265625
4,5851.68603515625
5,5082.53271484375
6,4467.9775390625
7,3974.275390625
8,3573.733642578125
9,3244.73291015625
10,2971.121337890625
11,2741.0693359375
12,2545.765869140625
13,2378.47021484375
14,2233.885498046875
15,2107.837646484375
16,1997.1396484375
17,1899.33447265625
18,1812.556884765625
19,1735.2872314453125
20,1666.2364501953125
21,1604.2178955078125
22,1548.1488037109375
23,1497.117431640625
24,1450.397216796875
25,1407.455078125
26,1367.9010009765625
27,1331.436279296875
28,1297.78271484375
29,1266.6805419921875
30,1237.8980712890625
31,1211.203369140625
32,1186.318603515625
33,1162.9969482421875
34,1141.0498046875
35,1120.326904296875
36,1100.673583984375
37,1081.8116455078125
38,1063.1722412109375
39,1042.966796875
40,1018.8555297851562
41,1010.9359130859375
42,992.0266723632812
43,971.8455200195312
44,964.3072509765625
45,950.0032958984375
46,934.672607421875
47,927.6435546875
48,917.8489990234375
49,905.3984375
50,896.394775390625
51,889.2659301757812
52,877.9697875976562
53,868.7799682617188
54,861.5907592773438
55,852.7323608398438
56,843.2066040039062
57,836.402587890625
58,829.33251953125
59,820.8763427734375
60,814.582763671875
61,808.3890991210938
62,801.0729370117188
63,795.0033569335938
64,789.4585571289062
65,782.837890625
66,777.125
67,771.862060546875
68,765.9013671875
69,760.4146728515625
70,755.4631958007812
71,749.9769287109375
72,744.7987060546875
73,740.0714111328125
74,735.0552978515625
75,730.1558837890625
76,725.7018432617188
77,721.08837890625
78,716.5113525390625
79,712.2805786132812
80,708.0112915039062
81,703.7145385742188
82,699.6791381835938
83,695.6683959960938
84,691.6023559570312
85,687.7351684570312
86,683.924072265625
87,680.0772705078125
88,676.3693237304688
89,672.7527465820312
90,669.1170654296875
91,665.5869140625
92,662.1499633789062
93,658.71337890625
94,655.3504638671875
95,652.07568359375
96,648.803955078125
97,645.59130859375
98,642.4549560546875
99,639.3326416015625
100,636.2591552734375
101,633.2482299804688
102,630.2664184570312
103,627.3201904296875
104,624.4364624023438
105,621.58349609375
106,618.7621459960938
107,615.99609375
108,613.2623901367188
109,610.5550537109375
110,607.8964233398438
111,605.270751953125
112,602.6743774414062
113,600.1159057617188
114,597.5904541015625
115,595.0928344726562
116,592.6331176757812
117,590.2010498046875
118,587.7977905273438
119,585.4263305664062
120,583.0875244140625
121,580.7695922851562
