,0,1,2,3,4,5,6,7
0,2.7997334,2.6565208,2.2349663,2.0501354,2.1524894,2.269812,2.3184862,2.35656
1,3.0772643,3.2187326,3.378854,3.3658752,3.4921951,3.5501359,3.4084413,3.2725172
2,6.551842,7.261434,7.175914,6.846315,6.7885356,6.8950076,6.9166975,6.7948985
