,0,1,2,3,4,5,6,7
0,-0.12560041,-0.031828247,0.2245263,0.21447372,0.20218572,0.24956658,0.28436163,0.30288732
1,1.677867,1.9527135,1.7808561,1.6235719,1.8417175,1.7998207,1.661287,1.5792555
2,4.857982,4.5569,4.5703354,4.600677,4.523589,4.3485255,4.264999,4.257407
