"","V1","V2","V3"
"1",NA,NA,NA
"2",NA,NA,NA
"3",NA,NA,NA
"4",NA,NA,NA
"5",NA,NA,NA
"6",NA,NA,NA
"7",NA,NA,NA
"8",NA,NA,NA
"9",-1.323409922375,1.21572191565625,2.8056250039375
"10",-1.293163963375,1.22704444896875,2.78114583825
"11",-1.25497711065625,1.2654213598125,2.74968750759375
"12",-1.16889112084375,1.2658255695625,2.7285416770625
"13",-1.00008421534375,1.25400722584375,2.7383333468125
"14",-0.75441789690625,1.2586042688125,2.7945833453125
"15",-0.40991193628125,1.3016690721875,2.89614584284375
"16",-0.0288054590000001,1.3745829865625,3.030937510125
"17",0.34351412759375,1.42882373134375,3.17885417978125
"18",0.73390746365625,1.49534653359375,3.30875001840625
"19",1.15304900034375,1.54544462228125,3.42958335571875
"20",1.563963098875,1.634995520875,3.5672916943125
"21",1.92960954146875,1.80502968225,3.7194792006875
"22",2.29190932246875,1.9573140476875,3.88208337371875
"23",2.65434046903125,2.0483403295625,4.022604212125
"24",2.9549834585,2.1386329230625,4.11270838228125
"25",3.16595412946875,2.2953011545625,4.16239588459375
"26",3.3326411604375,2.45013358734375,4.20250005525
"27",3.4883827543125,2.60322505228125,4.26635422559375
"28",3.65168251584375,2.79085391875,4.3855208978125
"29",3.8091745546875,2.949065914875,4.54104173928125
"30",3.9505943483125,3.1254318866875,4.69187507778125
"31",4.0712520436875,3.3119199204375,4.84604174890625
"32",4.13439101996875,3.49362630553125,5.05989591278125
"33",4.12457156340625,3.73136215890625,5.346145893125
"34",3.9879864351875,3.93785294575,5.64875005184375
"35",3.689354336125,4.1149033733125,5.923437550625
"36",3.317694732625,4.272282586,6.1416667103125
"37",2.96597691709375,4.31212133815625,6.27479170753125
"38",2.5792590061875,4.34080291446875,6.3153125295625
"39",2.2069089543125,4.51634527196875,6.285208351875
"40",1.9293863999375,4.73029347575,6.27291667953125
"41",1.69132279021875,4.82833088528125,6.34020834409375
"42",1.45681901325,4.80037700178125,6.40760416778125
"43",1.219865298125,4.83340805496875,6.38666665546875
"44",1.011043928625,4.8387170885,6.295208315
"45",0.84162953728125,4.76647672278125,6.205104142375
"46",0.73437064215625,4.7325945884375,6.14333330584375
"47",0.70908140415625,4.74432808965625,6.11822913578125
"48",0.7456844029375,4.8234246848125,6.10135413696875
"49",0.77868040525,4.91965789,6.134687478125
"50",0.8237112845625,5.033352389625,6.2169791406875
"51",0.89061193821875,5.16988559078125,6.2734374748125
"52",0.93883210390625,5.3457676895,6.4021874911875
"53",0.9266787459375,5.72393021909375,6.67583333425
"54",0.8690680295625,6.22317353234375,6.96229167246875
"55",0.7048301143125,6.54030842971875,7.1568750065
"56",0.427561177625,6.65610284559375,7.26010416909375
"57",0.1891155843125,6.77928003765625,7.308333327
"58",0.010201817,7.00692888853125,7.350520824
"59",-0.125899458,7.06239456596875,7.41145832796875
"60",-0.2943084389375,7.05714615509375,7.479687496625
"61",-0.52152057475,7.17109793575,7.52468749346875
"62",-0.7902495369375,7.290650690625,7.53322915696875
"63",-1.1268218195625,7.3988220318125,7.46614582303125
"64",-1.47845584075,7.4337799305625,7.3243749883125
"65",-1.7334124538125,7.3596484474375,7.09312499540625
"66",-1.93838264065625,7.2877110631875,6.83614583803125
"67",-2.12959636234375,7.2367957266875,6.6470833370625
"68",-2.17579039540625,7.15580242715625,6.4429166564375
"69",-2.04676479953125,6.954065964625,6.19427080446875
"70",-1.7945681359375,6.6632880938125,6.07697913053125
"71",-1.43830554821875,6.478515854625,6.2021874685625
"72",-1.0609182688125,6.535387762375,6.46874997515625
"73",-0.736778308625,6.6761462341875,6.76708331721875
"74",-0.467445724875,6.7230548575,7.17177083115625
"75",-0.283444626625,6.87822618753125,7.74625000865625
"76",-0.244616247125,7.1496669241875,8.299687514875
"77",-0.3079637738125,7.40178053603125,8.67604167784375
"78",-0.35551658428125,7.64851916225,9.16145834340625
"79",-0.34514932090625,7.8975570859375,9.876770849
"80",-0.38013560121875,8.0317985148125,10.6434375295313
"81",-0.49939155675,8.1086877768125,11.4053125479688
"82",-0.6639895821875,8.1735662340625,11.9937500553438
"83",-0.911384542875,8.149661252,12.448229228125
"84",-1.306513057875,8.03452301971875,12.907604222125
"85",-1.8349224586875,7.908721009375,13.2243750537813
"86",-2.431848124625,7.746641415875,13.3059375579687
"87",-3.02971738809375,7.50826292121875,13.2522917286875
"88",-3.524883805875,7.18066826175,13.1648959016875
"89",-3.9160694899375,6.843612063875,13.07541673325
"90",-4.22176704715625,6.56297901928125,12.8993750605938
"91",-4.418765979125,6.2928122216875,12.6022917225937
"92",-4.44523771178125,6.0142686338125,12.3682292196875
"93",-4.32763217946875,5.674370001625,12.3502083910937
"94",-4.21323746071875,5.2231990038125,12.192916730625
"95",-4.16832933259375,4.7726326435,11.7341667311875
"96",-4.11856791603125,4.44103865378125,11.17322922725
"97",-4.022501000375,4.11933883103125,10.5628125516563
"98",-3.86575396528125,3.8098960283125,10.0890625515937
"99",-3.58162680775,3.55708226778125,9.7177083889375
"100",-3.231910753375,3.35087139796875,9.28041673203125
"101",-2.85169052221875,3.1640682005,8.89312506721875
"102",-2.42581533825,3.02747020115625,8.64875006184375
"103",-2.005695040125,2.97234301571875,8.47833338384375
"104",-1.6394775844375,2.93816068765625,8.3350000381875
"105",-1.34119187659375,2.88128035671875,8.1859375338125
"106",-1.0814654713125,2.8414770145625,8.02562503025
"107",-0.87784501421875,2.7848806624375,7.8526041905625
"108",-0.73663056321875,2.74486953609375,7.6518750191875
"109",-0.62247903075,2.79912883334375,7.439166685
"110",-0.502111261375,2.8686656606875,7.30781252178125
"111",-0.3514022150625,2.880843071125,7.3131250241875
"112",-0.19358432084375,2.9231742950625,7.399687518625
"113",-0.0708586965,3.00970885278125,7.493020847375
"114",0.0104882968750001,3.04725077790625,7.54593750828125
"115",0.0935474466875001,3.1394254255,7.5751041570625
"116",0.18808455859375,3.3096189518125,7.6296874830625
"117",0.24958728265625,3.42586632721875,7.7320833205625
"118",0.2423993265,3.46592090271875,7.8392708151875
"119",0.16383535171875,3.524767482,7.89187497890625
"120",0.040801281375,3.58731722434375,7.8737499813125
"121",-0.1069187396875,3.59175686965625,7.8116666525625
"122",-0.300281221625,3.562496091375,7.7085416515625
"123",-0.513123342375,3.520051636125,7.56041665375
"124",-0.71625626046875,3.44184008896875,7.37208332121875
"125",-0.90936130728125,3.2932418536875,7.1185416529375
"126",-1.08475545284375,3.16806763296875,6.80104164528125
"127",-1.2892165048125,3.1026021289375,6.431145802125
"128",-1.5214836723125,3.0176024650625,6.0208332985625
"129",-1.7449720240625,2.9292880856875,5.622395793625
"130",-1.9270586115625,2.872926045,5.25843745725
"131",-2.08077190934375,2.78143924925,4.92531246453125
"132",-2.20707712928125,2.61971627721875,4.6334374696875
"133",-2.27213289084375,2.492279131125,4.384166638125
"134",-2.25022874840625,2.41964943646875,4.1888541480625
"135",-2.13953141134375,2.318192116625,4.089062492125
"136",-2.01633009478125,2.22029402934375,4.074687500875
"137",-1.89227749534375,2.15440503078125,4.0843750040625
"138",-1.74962924628125,2.12008395334375,4.11739584315625
"139",-1.612222187375,2.111907904,4.18750001
"140",-1.46730679315625,2.08250167778125,4.2754166673125
"141",-1.31803329446875,2.0650870095625,4.3855208308125
"142",-1.19252121546875,2.05698103315625,4.5196874961875
"143",-1.04951106346875,2.01209493009375,4.65968749428125
"144",-0.85867906809375,1.95647348390625,4.80843749646875
"145",-0.6357892440625,1.908974474875,4.96458333240625
"146",-0.43229732803125,1.86740040821875,5.1205208326875
"147",-0.24670508384375,1.79964777865625,5.271249999625
"148",-0.07989800915625,1.72161784534375,5.392083327
"149",0.06269277734375,1.6609304700625,5.47354165715625
"150",0.2204606133125,1.60564600903125,5.4966666599375
"151",0.39093624128125,1.54868442240625,5.45343749228125
"152",0.5701249009375,1.5238934865625,5.3799999853125
"153",0.762077955375,1.52077969778125,5.3182291438125
"154",0.98788109515625,1.50526503040625,5.2833333065
"155",1.2303817324375,1.52863736246875,5.2803124735625
"156",1.44822497353125,1.57500744234375,5.3223958164375
"157",1.634353268625,1.59223775396875,5.39249998828125
"158",1.77744576928125,1.5936881174375,5.467708329375
"159",NA,NA,NA
"160",NA,NA,NA
"161",NA,NA,NA
"162",NA,NA,NA
"163",NA,NA,NA
"164",NA,NA,NA
"165",NA,NA,NA
"166",NA,NA,NA
