"","V1","V2","V3"
"1",NA,NA,NA
"2",NA,NA,NA
"3",NA,NA,NA
"4",NA,NA,NA
"5",NA,NA,NA
"6",NA,NA,NA
"7",NA,NA,NA
"8",NA,NA,NA
"9",-0.35032535209375,2.2116492925625,2.79968750975
"10",-0.5473248415,2.06613286446875,2.835000008375
"11",-0.83032711853125,1.96129065284375,2.81927083934375
"12",-1.2084526516875,1.80978666221875,2.77052083865625
"13",-1.52680682359375,1.61505735003125,2.70187500621875
"14",-1.766703452875,1.488215856,2.613854172375
"15",-1.89813207465625,1.3922752155,2.5387500028125
"16",-1.80481415590625,1.32113448559375,2.53062499940625
"17",-1.566337299375,1.260970985875,2.60124999725
"18",-1.35545855759375,1.2374103261875,2.700937499
"19",-1.24684825496875,1.25898903253125,2.77229167021875
"20",-1.23018201265625,1.26106698125,2.80843750628125
"21",-1.28510119646875,1.23439334546875,2.81708333878125
"22",-1.323409922375,1.21572191565625,2.8056250039375
"23",-1.293163963375,1.22704444896875,2.78114583825
"24",-1.25497711065625,1.2654213598125,2.74968750759375
"25",-1.16889112084375,1.2658255695625,2.7285416770625
"26",-1.00008421534375,1.25400722584375,2.7383333468125
"27",-0.75441789690625,1.2586042688125,2.7945833453125
"28",-0.40991193628125,1.3016690721875,2.89614584284375
"29",-0.0288054590000001,1.3745829865625,3.030937510125
"30",0.34351412759375,1.42882373134375,3.17885417978125
"31",0.73390746365625,1.49534653359375,3.30875001840625
"32",1.15304900034375,1.54544462228125,3.42958335571875
"33",1.563963098875,1.634995520875,3.5672916943125
"34",1.92960954146875,1.80502968225,3.7194792006875
"35",2.29190932246875,1.9573140476875,3.88208337371875
"36",2.65434046903125,2.0483403295625,4.022604212125
"37",2.9549834585,2.1386329230625,4.11270838228125
"38",3.16595412946875,2.2953011545625,4.16239588459375
"39",3.3326411604375,2.45013358734375,4.20250005525
"40",3.4883827543125,2.60322505228125,4.26635422559375
"41",3.65168251584375,2.79085391875,4.3855208978125
"42",3.8091745546875,2.949065914875,4.54104173928125
"43",3.9505943483125,3.1254318866875,4.69187507778125
"44",4.0712520436875,3.3119199204375,4.84604174890625
"45",4.13439101996875,3.49362630553125,5.05989591278125
"46",4.12457156340625,3.73136215890625,5.346145893125
"47",3.9879864351875,3.93785294575,5.64875005184375
"48",3.689354336125,4.1149033733125,5.923437550625
"49",3.317694732625,4.272282586,6.1416667103125
"50",2.96597691709375,4.31212133815625,6.27479170753125
"51",2.5792590061875,4.34080291446875,6.3153125295625
"52",2.2069089543125,4.51634527196875,6.285208351875
"53",1.9293863999375,4.73029347575,6.27291667953125
"54",1.69132279021875,4.82833088528125,6.34020834409375
"55",1.45681901325,4.80037700178125,6.40760416778125
"56",1.219865298125,4.83340805496875,6.38666665546875
"57",1.011043928625,4.8387170885,6.295208315
"58",0.84162953728125,4.76647672278125,6.205104142375
"59",0.73437064215625,4.7325945884375,6.14333330584375
"60",0.70908140415625,4.74432808965625,6.11822913578125
"61",0.7456844029375,4.8234246848125,6.10135413696875
"62",0.77868040525,4.91965789,6.134687478125
"63",0.8237112845625,5.033352389625,6.2169791406875
"64",0.89061193821875,5.16988559078125,6.2734374748125
"65",0.93883210390625,5.3457676895,6.4021874911875
"66",0.9266787459375,5.72393021909375,6.67583333425
"67",0.8690680295625,6.22317353234375,6.96229167246875
"68",0.7048301143125,6.54030842971875,7.1568750065
"69",0.427561177625,6.65610284559375,7.26010416909375
"70",0.1891155843125,6.77928003765625,7.308333327
"71",0.010201817,7.00692888853125,7.350520824
"72",-0.125899458,7.06239456596875,7.41145832796875
"73",-0.2943084389375,7.05714615509375,7.479687496625
"74",-0.52152057475,7.17109793575,7.52468749346875
"75",-0.7902495369375,7.290650690625,7.53322915696875
"76",-1.1268218195625,7.3988220318125,7.46614582303125
"77",-1.47845584075,7.4337799305625,7.3243749883125
"78",-1.7334124538125,7.3596484474375,7.09312499540625
"79",-1.93838264065625,7.2877110631875,6.83614583803125
"80",-2.12959636234375,7.2367957266875,6.6470833370625
"81",-2.17579039540625,7.15580242715625,6.4429166564375
"82",-2.04676479953125,6.954065964625,6.19427080446875
"83",-1.7945681359375,6.6632880938125,6.07697913053125
"84",-1.43830554821875,6.478515854625,6.2021874685625
"85",-1.0609182688125,6.535387762375,6.46874997515625
"86",-0.736778308625,6.6761462341875,6.76708331721875
"87",-0.467445724875,6.7230548575,7.17177083115625
"88",-0.283444626625,6.87822618753125,7.74625000865625
"89",-0.244616247125,7.1496669241875,8.299687514875
"90",-0.3079637738125,7.40178053603125,8.67604167784375
"91",-0.35551658428125,7.64851916225,9.16145834340625
"92",-0.34514932090625,7.8975570859375,9.876770849
"93",-0.38013560121875,8.0317985148125,10.6434375295313
"94",-0.49939155675,8.1086877768125,11.4053125479688
"95",-0.6639895821875,8.1735662340625,11.9937500553438
"96",-0.911384542875,8.149661252,12.448229228125
"97",-1.306513057875,8.03452301971875,12.907604222125
"98",-1.8349224586875,7.908721009375,13.2243750537813
"99",-2.431848124625,7.746641415875,13.3059375579687
"100",-3.02971738809375,7.50826292121875,13.2522917286875
"101",-3.524883805875,7.18066826175,13.1648959016875
"102",-3.9160694899375,6.843612063875,13.07541673325
"103",-4.22176704715625,6.56297901928125,12.8993750605938
"104",-4.418765979125,6.2928122216875,12.6022917225937
"105",-4.44523771178125,6.0142686338125,12.3682292196875
"106",-4.32763217946875,5.674370001625,12.3502083910937
"107",-4.21323746071875,5.2231990038125,12.192916730625
"108",-4.16832933259375,4.7726326435,11.7341667311875
"109",-4.11856791603125,4.44103865378125,11.17322922725
"110",-4.022501000375,4.11933883103125,10.5628125516563
"111",-3.86575396528125,3.8098960283125,10.0890625515937
"112",-3.58162680775,3.55708226778125,9.7177083889375
"113",-3.231910753375,3.35087139796875,9.28041673203125
"114",-2.85169052221875,3.1640682005,8.89312506721875
"115",-2.42581533825,3.02747020115625,8.64875006184375
"116",-2.005695040125,2.97234301571875,8.47833338384375
"117",-1.6394775844375,2.93816068765625,8.3350000381875
"118",-1.34119187659375,2.88128035671875,8.1859375338125
"119",-1.0814654713125,2.8414770145625,8.02562503025
"120",-0.87784501421875,2.7848806624375,7.8526041905625
"121",-0.73663056321875,2.74486953609375,7.6518750191875
"122",-0.62247903075,2.79912883334375,7.439166685
"123",-0.502111261375,2.8686656606875,7.30781252178125
"124",-0.3514022150625,2.880843071125,7.3131250241875
"125",-0.19358432084375,2.9231742950625,7.399687518625
"126",-0.0708586965,3.00970885278125,7.493020847375
"127",0.0104882968750001,3.04725077790625,7.54593750828125
"128",0.0935474466875001,3.1394254255,7.5751041570625
"129",0.18808455859375,3.3096189518125,7.6296874830625
"130",0.24958728265625,3.42586632721875,7.7320833205625
"131",0.2423993265,3.46592090271875,7.8392708151875
"132",0.16383535171875,3.524767482,7.89187497890625
"133",0.040801281375,3.58731722434375,7.8737499813125
"134",-0.1069187396875,3.59175686965625,7.8116666525625
"135",-0.300281221625,3.562496091375,7.7085416515625
"136",-0.513123342375,3.520051636125,7.56041665375
"137",-0.71625626046875,3.44184008896875,7.37208332121875
"138",-0.90936130728125,3.2932418536875,7.1185416529375
"139",-1.08475545284375,3.16806763296875,6.80104164528125
"140",-1.2892165048125,3.1026021289375,6.431145802125
"141",-1.5214836723125,3.0176024650625,6.0208332985625
"142",-1.7449720240625,2.9292880856875,5.622395793625
"143",-1.9270586115625,2.872926045,5.25843745725
"144",-2.08077190934375,2.78143924925,4.92531246453125
"145",-2.20707712928125,2.61971627721875,4.6334374696875
"146",-2.27213289084375,2.492279131125,4.384166638125
"147",-2.25022874840625,2.41964943646875,4.1888541480625
"148",-2.13953141134375,2.318192116625,4.089062492125
"149",-2.01633009478125,2.22029402934375,4.074687500875
"150",-1.89227749534375,2.15440503078125,4.0843750040625
"151",-1.74962924628125,2.12008395334375,4.11739584315625
"152",-1.612222187375,2.111907904,4.18750001
"153",-1.46730679315625,2.08250167778125,4.2754166673125
"154",-1.31803329446875,2.0650870095625,4.3855208308125
"155",-1.19252121546875,2.05698103315625,4.5196874961875
"156",-1.04951106346875,2.01209493009375,4.65968749428125
"157",-0.85867906809375,1.95647348390625,4.80843749646875
"158",-0.6357892440625,1.908974474875,4.96458333240625
"159",NA,NA,NA
"160",NA,NA,NA
"161",NA,NA,NA
"162",NA,NA,NA
"163",NA,NA,NA
"164",NA,NA,NA
"165",NA,NA,NA
"166",NA,NA,NA
