,0,1,2
0,61.93425750732422,28.73055076599121,77.52174377441406
1,60.413719177246094,28.33147621154785,75.67618560791016
2,61.83050537109375,29.12862205505371,75.95455932617188
3,60.680015563964844,27.952648162841797,75.52193450927734
4,60.6578254699707,28.207929611206055,75.8729248046875
5,60.41516876220703,28.168994903564453,75.70112609863281
6,60.42241668701172,28.24336814880371,75.79975891113281
7,60.38426971435547,28.23661994934082,75.81800842285156
8,60.2228889465332,28.140302658081055,75.67220306396484
9,59.9943733215332,28.01715850830078,75.45021057128906
10,59.75246810913086,27.907899856567383,75.22684478759766
11,59.524452209472656,27.828516006469727,75.03633117675781
12,59.31919479370117,27.782079696655273,74.8878402709961
13,59.13539123535156,27.765644073486328,74.77841186523438
14,58.96641540527344,27.773221969604492,74.699462890625
15,58.803688049316406,27.797452926635742,74.64047241210938
16,58.63931655883789,27.83104133605957,74.59156799316406
17,58.468055725097656,27.867992401123047,74.54531860351562
18,58.28803253173828,27.904258728027344,74.49742126464844
19,58.10020065307617,27.93776512145996,74.44619750976562
20,57.90718460083008,27.967878341674805,74.39154815673828
21,57.71208572387695,27.994796752929688,74.33407592773438
22,57.51774597167969,28.01909637451172,74.27455139160156
23,57.326473236083984,28.041406631469727,74.21368408203125
24,57.140037536621094,28.06232452392578,74.15215301513672
25,56.95981216430664,28.082368850708008,74.090576171875
26,56.78688430786133,28.101957321166992,74.02959442138672
27,56.62213897705078,28.121448516845703,73.96974182128906
28,56.46628952026367,28.141130447387695,73.91152954101562
29,56.319908142089844,28.161237716674805,73.85539245605469
30,56.18339157104492,28.18195152282715,73.80165100097656
31,56.05699920654297,28.20343780517578,73.75057220458984
32,55.940818786621094,28.22581672668457,73.70232391357422
33,55.83477020263672,28.249174118041992,73.65699768066406
34,55.738651275634766,28.273584365844727,73.6146240234375
35,55.652130126953125,28.29909324645996,73.57514953613281
36,55.57477951049805,28.325727462768555,73.53849029541016
37,55.506126403808594,28.3535099029541,73.50450897216797
38,55.44565200805664,28.3824520111084,73.47305297851562
39,55.392845153808594,28.41255760192871,73.44393920898438
40,55.34723663330078,28.443838119506836,73.4169921875
41,55.30839538574219,28.47630500793457,73.39203643798828
42,55.275970458984375,28.509984970092773,73.36892700195312
43,55.24970626831055,28.544918060302734,73.34754943847656
44,55.22947311401367,28.581167221069336,73.32785034179688
45,55.21524429321289,28.61882209777832,73.3098373413086
46,55.20709991455078,28.65799903869629,73.2935791015625
47,55.20525360107422,28.698841094970703,73.27922821044922
48,55.20998764038086,28.741525650024414,73.26701354980469
49,55.22166061401367,28.7862491607666,73.2572250366211
50,55.24061584472656,28.83322525024414,73.25016784667969
51,55.267173767089844,28.882665634155273,73.24615478515625
52,55.30152893066406,28.934770584106445,73.24543762207031
53,55.343711853027344,28.989702224731445,73.24818420410156
54,55.393516540527344,29.04756736755371,73.25440979003906
55,55.45050048828125,29.108413696289062,73.26394653320312
56,55.51397705078125,29.172212600708008,73.27650451660156
