,likelihood
0,925512.625
1,496215.125
2,300473.71875
3,199391.65625
4,141672.859375
5,106090.0625
6,82829.6640625
7,66931.3515625
8,55678.72265625
9,47487.50390625
10,41385.1796875
11,36736.00390625
12,33110.5078125
13,30205.318359375
14,27816.896484375
15,25814.314453125
16,24115.47265625
17,22667.24609375
18,21427.669921875
19,20361.06640625
20,19435.65625
21,18624.4375
22,17904.91015625
23,17260.17578125
24,16676.9765625
25,16145.767578125
26,15658.8623046875
27,15210.8798828125
28,14797.1015625
29,14414.466796875
30,14059.8173828125
31,13731.0625
32,13426.185546875
33,13143.333984375
34,12881.0595703125
35,12637.6708984375
36,12411.78125
37,12201.986328125
38,12006.888671875
39,11825.048828125
40,11655.31640625
41,11496.2724609375
42,11346.71875
43,11205.7744140625
44,11072.1279296875
45,10945.130859375
46,10824.0478515625
47,10708.166015625
48,10597.037109375
49,10490.0556640625
50,10387.12109375
51,10287.654296875
52,10191.51953125
53,10098.4931640625
54,10008.30078125
55,9920.7919921875
56,9835.771484375
57,9753.046875
58,9672.4306640625
59,9593.7392578125
60,9516.9931640625
61,9441.8623046875
62,9368.4013671875
63,9296.3740234375
64,9225.787109375
65,9156.5
66,9088.5107421875
67,9021.662109375
68,8955.8896484375
69,8891.212890625
70,8827.587890625
71,8764.9228515625
72,8703.17578125
73,8642.3701171875
74,8582.44140625
75,8523.396484375
76,8465.1357421875
77,8407.681640625
78,8351.037109375
79,8295.21484375
80,8240.080078125
81,8185.69970703125
82,8132.037109375
83,8079.0830078125
84,8026.86572265625
85,7975.24951171875
86,7924.29443359375
87,7873.97802734375
88,7824.2841796875
89,7775.1875
90,7726.677734375
91,7678.77978515625
92,7631.41748046875
93,7584.60107421875
94,7538.3466796875
95,7492.61279296875
96,7447.4326171875
97,7402.75439453125
98,7358.57421875
99,7314.89990234375
100,7271.73486328125
101,7229.021484375
102,7186.78369140625
103,7145.02197265625
104,7103.748046875
105,7062.9248046875
106,7022.5498046875
107,6982.61181640625
108,6943.10009765625
109,6903.98681640625
110,6865.31640625
111,6827.09033203125
112,6789.2392578125
113,6751.80908203125
114,6714.7314453125
115,6678.072265625
116,6641.7919921875
117,6605.85986328125
118,6570.3408203125
119,6535.18212890625
120,6500.39111328125
121,6465.91259765625
122,6431.81298828125
123,6398.08251953125
124,6364.6533203125
125,6331.583984375
126,6298.85986328125
127,6266.40771484375
128,6234.3359375
129,6202.53369140625
130,6171.09326171875
131,6139.94482421875
132,6109.07177734375
133,6078.53515625
134,6048.248046875
135,6018.31396484375
136,5988.6201171875
137,5959.23583984375
138,5930.09716796875
139,5901.28369140625
140,5872.70751953125
141,5844.41259765625
142,5816.36328125
143,5788.61181640625
144,5761.08935546875
145,5733.849609375
146,5706.8056640625
147,5680.0673828125
148,5653.54345703125
149,5627.23583984375
150,5601.2216796875
151,5575.3994140625
152,5549.8515625
153,5524.4775390625
154,5499.33837890625
155,5474.45703125
156,5449.75146484375
157,5425.26318359375
158,5401.03662109375
159,5376.96875
160,5353.13671875
161,5329.52001953125
162,5306.078125
163,5282.85205078125
164,5259.81982421875
165,5236.96728515625
166,5214.30517578125
167,5191.84228515625
168,5169.5986328125
169,5147.50634765625
170,5125.58935546875
171,5103.85302734375
172,5082.328125
173,5060.94921875
174,5039.75439453125
175,5018.712890625
176,4997.85302734375
177,4977.15673828125
178,4956.65869140625
179,4936.2763671875
180,4916.083984375
181,4896.02978515625
182,4876.146484375
183,4856.408203125
184,4836.830078125
185,4817.39599609375
186,4798.138671875
187,4779.0244140625
188,4760.03857421875
189,4741.21044921875
190,4722.49267578125
191,4703.96337890625
192,4685.5419921875
193,4667.26123046875
194,4649.12841796875
195,4631.1220703125
196,4613.2373046875
197,4595.5166015625
198,4577.89990234375
199,4560.43994140625
200,4543.095703125
201,4525.87109375
202,4508.75390625
203,4491.7890625
204,4474.93896484375
205,4458.201171875
