,likelihood
0,26503.513671875
1,22142.716796875
2,18777.365234375
3,16115.509765625
4,13934.623046875
5,12138.0341796875
6,10645.814453125
7,9405.765625
8,8374.4462890625
9,7513.8876953125
10,6791.0927734375
11,6180.166015625
12,5660.66357421875
13,5215.99853515625
14,4832.57470703125
15,4500.26318359375
16,4210.298828125
17,3955.71826171875
18,3730.7529296875
19,3530.708251953125
20,3351.819091796875
21,3190.913818359375
22,3045.42822265625
23,2913.29638671875
24,2792.779296875
25,2682.39306640625
26,2581.01171875
27,2487.606689453125
28,2401.384521484375
29,2321.591796875
30,2247.62548828125
31,2178.96240234375
32,2115.121337890625
33,2055.672607421875
34,2000.2650146484375
35,1948.5484619140625
36,1900.210693359375
37,1854.982421875
38,1812.604248046875
39,1772.8272705078125
40,1735.456298828125
41,1700.2862548828125
42,1667.1357421875
43,1635.849609375
44,1606.26416015625
45,1578.2591552734375
46,1551.6934814453125
47,1526.458984375
48,1502.4515380859375
49,1479.568115234375
50,1457.7396240234375
51,1436.88134765625
52,1416.9061279296875
53,1397.7705078125
54,1379.4024658203125
55,1361.7530517578125
56,1344.779541015625
57,1328.4188232421875
58,1312.6434326171875
59,1297.418212890625
60,1282.6915283203125
61,1268.4552001953125
62,1254.6666259765625
63,1241.299072265625
64,1228.3271484375
65,1215.737060546875
66,1203.5084228515625
67,1191.6102294921875
68,1180.029296875
69,1168.75537109375
70,1157.775390625
71,1147.062744140625
72,1136.6163330078125
73,1126.4244384765625
74,1116.462890625
75,1106.7386474609375
76,1097.2308349609375
77,1087.934326171875
78,1078.83935546875
79,1069.9405517578125
80,1061.2264404296875
81,1052.693359375
82,1044.3387451171875
83,1036.146240234375
84,1028.120361328125
85,1020.2508544921875
86,1012.5289916992188
87,1004.9606323242188
88,997.5285034179688
89,990.2356567382812
90,983.0802001953125
91,976.0511474609375
92,969.1510620117188
93,962.3775634765625
94,955.719482421875
95,949.1744384765625
96,942.7477416992188
97,936.4285888671875
98,930.2175903320312
99,924.1126708984375
100,918.1124267578125
101,912.209228515625
102,906.4067993164062
103,900.6991577148438
104,895.083740234375
105,889.5562133789062
106,884.1243896484375
107,878.7772827148438
108,873.5172729492188
109,868.3377075195312
110,863.2418823242188
111,858.226318359375
112,853.2935180664062
113,848.434814453125
114,843.6515502929688
115,838.9386596679688
116,834.3021850585938
117,829.7376098632812
118,825.2451782226562
119,820.81689453125
120,816.4652709960938
121,812.168701171875
122,807.9443359375
123,803.780517578125
124,799.6810913085938
125,795.6441040039062
126,791.6649169921875
127,787.7506713867188
128,783.8924560546875
129,780.0877685546875
130,776.3450927734375
131,772.655517578125
132,769.0216064453125
133,765.4411010742188
134,761.9109497070312
135,758.4385986328125
136,755.013427734375
137,751.6356811523438
138,748.3129272460938
139,745.0341796875
140,741.8094482421875
141,738.6299438476562
142,735.491455078125
143,732.4061279296875
144,729.359130859375
145,726.3583984375
146,723.4024047851562
147,720.4893798828125
148,717.6199951171875
149,714.7882690429688
150,711.99853515625
151,709.2489013671875
152,706.5405883789062
153,703.8721923828125
154,701.2371826171875
155,698.6412963867188
156,696.0830688476562
157,693.56201171875
158,691.0765991210938
159,688.62939453125
160,686.212646484375
161,683.8300170898438
162,681.4830322265625
163,679.1685791015625
164,676.8877563476562
165,674.6407470703125
166,672.4212646484375
167,670.2379150390625
168,668.08056640625
169,665.9556884765625
170,663.8596801757812
171,661.7935791015625
172,659.752685546875
173,657.7459716796875
174,655.7610473632812
175,653.8062133789062
176,651.87890625
177,649.9776000976562
178,648.10205078125
179,646.25439453125
180,644.431640625
181,642.630615234375
182,640.859130859375
183,639.1068115234375
184,637.3789672851562
185,635.6752319335938
186,633.9948120117188
187,632.3367919921875
188,630.6981811523438
189,629.0853271484375
190,627.48974609375
191,625.9202880859375
192,624.3670654296875
193,622.8363647460938
194,621.3247680664062
195,619.8340454101562
196,618.3622436523438
197,616.909423828125
198,615.4764404296875
199,614.0581665039062
200,612.662353515625
201,611.2798461914062
202,609.9213256835938
203,608.5750122070312
204,607.2457275390625
205,605.934326171875
206,604.6392211914062
207,603.359130859375
208,602.0970458984375
209,600.8509521484375
210,599.6187744140625
211,598.3994750976562
212,597.197998046875
213,596.0082397460938
214,594.8353881835938
215,593.6751098632812
216,592.5277709960938
217,591.3941650390625
218,590.2772216796875
219,589.1713256835938
220,588.0775756835938
221,586.9982299804688
222,585.927490234375
223,584.870361328125
224,583.828125
225,582.7960205078125
226,581.774169921875
227,580.7664184570312
228,579.766845703125
229,578.7813720703125
230,577.8046875
231,576.838134765625
232,575.882568359375
233,574.9395141601562
234,574.0051879882812
235,573.0805053710938
236,572.1648559570312
237,571.259765625
238,570.3640747070312
239,569.476318359375
240,568.599609375
241,567.7315673828125
242,566.873046875
243,566.020751953125
244,565.1796264648438
245,564.3438720703125
246,563.5199584960938
247,562.701171875
248,561.8916015625
249,561.090087890625
250,560.2960205078125
251,559.5106201171875
252,558.732421875
253,557.9603881835938
254,557.1959228515625
255,556.4378662109375
256,555.6878051757812
257,554.9449462890625
258,554.2094116210938
259,553.4795532226562
260,552.7562255859375
261,552.0386962890625
262,551.3280029296875
263,550.6251220703125
264,549.9268188476562
265,549.2338256835938
266,548.5501098632812
267,547.8687744140625
268,547.1956787109375
269,546.5252685546875
270,545.8634643554688
271,545.2054443359375
272,544.5535278320312
273,543.9059448242188
274,543.2658081054688
275,542.628173828125
276,541.99609375
277,541.3712768554688
278,540.750244140625
279,540.1334838867188
280,539.521728515625
281,538.9150390625
282,538.31298828125
283,537.7161254882812
284,537.1219482421875
285,536.5350341796875
286,535.950439453125
287,535.3697509765625
288,534.79345703125
289,534.2235107421875
290,533.6570434570312
291,533.0921020507812
292,532.5331420898438
293,531.9776000976562
294,531.4266357421875
295,530.8789672851562
296,530.33642578125
297,529.7967529296875
298,529.25927734375
299,528.7274169921875
300,528.1992797851562
301,527.67333984375
302,527.1502075195312
303,526.63330078125
304,526.1173706054688
305,525.6058349609375
306,525.0972290039062
307,524.592041015625
308,524.0901489257812
309,523.591796875
310,523.0968017578125
311,522.6040649414062
312,522.1156005859375
313,521.6281127929688
314,521.1455688476562
315,520.664306640625
316,520.1880493164062
317,519.7125244140625
318,519.240478515625
319,518.7701416015625
320,518.3060913085938
321,517.8427734375
322,517.382080078125
323,516.9234008789062
324,516.4663696289062
325,516.0139770507812
326,515.5642700195312
327,515.1176147460938
328,514.6710205078125
329,514.2293701171875
330,513.7880249023438
331,513.3512573242188
332,512.9142456054688
333,512.4808959960938
334,512.0496826171875
335,511.62298583984375
336,511.1962585449219
337,510.7724914550781
338,510.3511047363281
339,509.92987060546875
340,509.5121154785156
341,509.097900390625
342,508.685302734375
343,508.2731628417969
344,507.865234375
345,507.45721435546875
346,507.0537109375
347,506.6505126953125
348,506.2490539550781
349,505.849609375
350,505.4546203613281
351,505.0589904785156
352,504.66619873046875
353,504.275146484375
354,503.8865966796875
355,503.4974365234375
356,503.1111755371094
357,502.7281494140625
358,502.34503173828125
359,501.96636962890625
360,501.5860595703125
361,501.21044921875
362,500.8344421386719
363,500.46014404296875
364,500.0905456542969
365,499.7202453613281
366,499.3511657714844
367,498.98455810546875
368,498.6192626953125
369,498.255615234375
370,497.8945007324219
371,497.5320739746094
372,497.1739807128906
373,496.817138671875
374,496.45965576171875
375,496.1062316894531
376,495.75244140625
377,495.4006042480469
378,495.0516662597656
379,494.7016906738281
380,494.3542785644531
381,494.00872802734375
382,493.6636657714844
383,493.3207702636719
384,492.9792175292969
385,492.6394958496094
386,492.3006591796875
387,491.9639892578125
388,491.6263732910156
389,491.2921447753906
390,490.9566650390625
391,490.62567138671875
392,490.2936706542969
393,489.9648132324219
394,489.6354675292969
395,489.30670166015625
396,488.98004150390625
397,488.6552429199219
398,488.33172607421875
399,488.0085754394531
400,487.6865234375
401,487.3674011230469
402,487.04803466796875
403,486.7285461425781
404,486.4122314453125
405,486.0972900390625
406,485.7807312011719
407,485.4663391113281
408,485.1552734375
409,484.8419494628906
410,484.5312805175781
411,484.2234191894531
412,483.9141540527344
413,483.6065673828125
414,483.3003234863281
415,482.994873046875
416,482.6879577636719
417,482.3848571777344
418,482.082763671875
419,481.78204345703125
420,481.4803466796875
421,481.1813049316406
422,480.881591796875
423,480.5845031738281
424,480.2870788574219
425,479.9902648925781
426,479.6943054199219
427,479.4002380371094
428,479.1082763671875
429,478.8160095214844
430,478.52374267578125
431,478.23126220703125
432,477.9414367675781
433,477.6527099609375
434,477.3648681640625
435,477.0759582519531
436,476.79022216796875
437,476.5028991699219
438,476.2195739746094
439,475.9333801269531
440,475.64935302734375
441,475.36834716796875
442,475.0858459472656
443,474.8039245605469
444,474.5227355957031
445,474.24310302734375
446,473.964599609375
447,473.68646240234375
448,473.4090881347656
449,473.1302795410156
450,472.8546142578125
451,472.5799865722656
452,472.3032531738281
453,472.03033447265625
454,471.75567626953125
455,471.4822998046875
456,471.2115173339844
457,470.9392395019531
458,470.668212890625
459,470.3968811035156
460,470.1273193359375
461,469.85845947265625
462,469.5901184082031
463,469.32293701171875
464,469.0558776855469
465,468.78802490234375
466,468.5219421386719
467,468.25762939453125
468,467.99090576171875
469,467.7283020019531
470,467.4634094238281
471,467.19952392578125
472,466.9380187988281
473,466.6754455566406
474,466.4134826660156
475,466.152099609375
476,465.8914794921875
477,465.6318054199219
478,465.3720397949219
479,465.1129455566406
480,464.85260009765625
481,464.5957946777344
482,464.3383483886719
483,464.0797119140625
484,463.8243713378906
485,463.5674133300781
486,463.3109436035156
487,463.05657958984375
488,462.801513671875
489,462.5462341308594
490,462.2917785644531
491,462.03814697265625
492,461.7848815917969
493,461.53277587890625
494,461.2812805175781
495,461.02947998046875
496,460.7761535644531
497,460.52581787109375
498,460.2755126953125
499,460.0240173339844
500,459.7757263183594
501,459.5250549316406
502,459.2752380371094
503,459.027587890625
504,458.779052734375
505,458.53057861328125
506,458.281982421875
507,458.0343933105469
508,457.7875061035156
509,457.54119873046875
510,457.29534912109375
511,457.0495300292969
512,456.801513671875
513,456.55755615234375
514,456.3099670410156
515,456.0666809082031
516,455.8208312988281
517,455.57763671875
518,455.33282470703125
519,455.0884704589844
520,454.84417724609375
521,454.60076904296875
522,454.3577880859375
523,454.1147155761719
524,453.8721618652344
525,453.6302185058594
526,453.3887634277344
527,453.1475830078125
528,452.90399169921875
529,452.6631774902344
530,452.42071533203125
531,452.18084716796875
532,451.9387512207031
533,451.6993103027344
534,451.45831298828125
535,451.21710205078125
536,450.9761657714844
537,450.7355041503906
538,450.4952087402344
539,450.2558288574219
540,450.0158386230469
541,449.7767639160156
542,449.5376281738281
543,449.29632568359375
544,449.05810546875
545,448.8170471191406
546,448.5791015625
547,448.33856201171875
548,448.09808349609375
549,447.860595703125
550,447.62060546875
551,447.38092041015625
552,447.14105224609375
553,446.9021301269531
554,446.6628112792969
555,446.4243469238281
556,446.18511962890625
557,445.9446105957031
558,445.70562744140625
559,445.4668273925781
560,445.226806640625
561,444.9885559082031
562,444.7478332519531
563,444.5075988769531
564,444.2701721191406
565,444.0301208496094
566,443.7901306152344
567,443.5506286621094
568,443.310791015625
569,443.0718688964844
570,442.8326110839844
571,442.5937194824219
572,442.35247802734375
573,442.1138610839844
574,441.87457275390625
575,441.63421630859375
576,441.39605712890625
577,441.1556396484375
578,440.9145812988281
579,440.67474365234375
580,440.4368591308594
581,440.1968994140625
582,439.9568786621094
583,439.7176208496094
584,439.4778747558594
585,439.23614501953125
586,438.99664306640625
587,438.75732421875
588,438.51629638671875
589,438.2771301269531
590,438.0364074707031
591,437.7970275878906
592,437.5561828613281
593,437.3153076171875
594,437.0766296386719
595,436.8364562988281
596,436.5959777832031
597,436.3551025390625
598,436.11480712890625
599,435.8747253417969
600,435.63262939453125
601,435.3927001953125
602,435.1522521972656
603,434.9097595214844
604,434.66998291015625
605,434.4281921386719
606,434.1866149902344
607,433.9469299316406
608,433.70501708984375
609,433.4635314941406
610,433.222412109375
611,432.9807434082031
612,432.7394714355469
613,432.498779296875
614,432.2552490234375
615,432.0141296386719
616,431.7734069824219
617,431.5301513671875
618,431.2899169921875
619,431.0478515625
620,430.8056945800781
621,430.56573486328125
622,430.32379150390625
623,430.0820617675781
624,429.8407287597656
625,429.59912109375
626,429.3577880859375
627,429.1168212890625
628,428.87396240234375
629,428.6334228515625
630,428.3926696777344
631,428.1500244140625
632,427.9076843261719
633,427.6682434082031
634,427.4261169433594
635,427.18389892578125
636,426.9418640136719
637,426.7023620605469
638,426.4608154296875
639,426.2168273925781
640,425.975830078125
641,425.73382568359375
642,425.4928283691406
643,425.24957275390625
644,425.00799560546875
645,424.7648620605469
646,424.5232238769531
647,424.280029296875
648,424.0368347167969
649,423.793701171875
650,423.5504455566406
651,423.3074645996094
652,423.06475830078125
653,422.8215026855469
654,422.57879638671875
655,422.33587646484375
656,422.09063720703125
657,421.8480529785156
658,421.60302734375
659,421.3601379394531
660,421.1155090332031
661,420.8702697753906
662,420.62554931640625
663,420.3807067871094
664,420.13592529296875
665,419.8908996582031
666,419.64599609375
667,419.4015197753906
668,419.15679931640625
669,418.9097595214844
670,418.6647644042969
671,418.4179992675781
672,418.17083740234375
673,417.9257507324219
674,417.6791076660156
675,417.4319763183594
676,417.18487548828125
677,416.9375
678,416.6908874511719
679,416.44384765625
680,416.1944274902344
681,415.94732666015625
682,415.7001037597656
683,415.4508972167969
684,415.2014465332031
685,414.9545593261719
686,414.7050476074219
687,414.45556640625
688,414.206298828125
689,413.9566955566406
690,413.7072448730469
691,413.4579162597656
692,413.2083740234375
693,412.9566650390625
694,412.70709228515625
695,412.4549255371094
696,412.2056579589844
697,411.95343017578125
698,411.7016906738281
699,411.4514465332031
700,411.19952392578125
701,410.94744873046875
702,410.6952209472656
703,410.4411926269531
704,410.18878173828125
705,409.9365234375
706,409.6819763183594
707,409.4295959472656
708,409.1748352050781
709,408.9225158691406
710,408.6681213378906
711,408.41314697265625
712,408.1582946777344
713,407.9032897949219
714,407.6487731933594
715,407.3940124511719
716,407.13653564453125
717,406.88165283203125
718,406.62701416015625
719,406.3693542480469
720,406.112060546875
721,405.8568115234375
722,405.599365234375
723,405.3424072265625
724,405.0847473144531
725,404.8270263671875
726,404.569580078125
727,404.3096618652344
728,404.05181884765625
729,403.7943115234375
730,403.5343322753906
731,403.2767639160156
732,403.0168762207031
733,402.7564697265625
734,402.4967956542969
735,402.2358703613281
736,401.9759216308594
737,401.7159729003906
738,401.45587158203125
739,401.1934814453125
740,400.9329833984375
741,400.6728515625
742,400.4105224609375
743,400.1474914550781
744,399.88507080078125
745,399.6250305175781
746,399.362060546875
747,399.09979248046875
748,398.83453369140625
749,398.5718078613281
750,398.3096923828125
751,398.0442810058594
752,397.7818908691406
753,397.5169372558594
754,397.25146484375
755,396.9892578125
756,396.7243957519531
757,396.45965576171875
758,396.19451904296875
759,395.92950439453125
760,395.6620788574219
761,395.3976135253906
762,395.13031005859375
763,394.8654479980469
764,394.5981750488281
765,394.3312683105469
766,394.066650390625
767,393.7996520996094
768,393.5324401855469
769,393.2632751464844
770,392.99627685546875
771,392.72967529296875
772,392.4603271484375
773,392.1935119628906
774,391.924560546875
775,391.6574401855469
776,391.388916015625
777,391.12005615234375
778,390.8509216308594
779,390.5823669433594
780,390.3131408691406
781,390.0425720214844
782,389.77374267578125
783,389.5029296875
784,389.234619140625
785,388.963623046875
786,388.69293212890625
787,388.42230224609375
788,388.1520080566406
789,387.8816223144531
790,387.6111145019531
791,387.341064453125
792,387.06854248046875
793,386.79827880859375
794,386.5260925292969
795,386.255859375
796,385.9839782714844
797,385.7117919921875
798,385.44000244140625
799,385.1680603027344
800,384.89678955078125
801,384.6224060058594
802,384.3507995605469
803,384.0793151855469
804,383.805908203125
805,383.53253173828125
806,383.2613525390625
807,382.98828125
808,382.7150573730469
809,382.4421081542969
810,382.1673278808594
811,381.89410400390625
812,381.62176513671875
813,381.34661865234375
814,381.0748596191406
815,380.80047607421875
816,380.5262756347656
817,380.2524719238281
818,379.9783630371094
819,379.70440673828125
820,379.4309387207031
821,379.1573486328125
822,378.8822937011719
823,378.60919189453125
824,378.33343505859375
825,378.05889892578125
826,377.7861633300781
827,377.5121154785156
828,377.2378234863281
829,376.9633483886719
830,376.68756103515625
831,376.41375732421875
832,376.14007568359375
833,375.86480712890625
834,375.5915222167969
835,375.31689453125
836,375.0418701171875
837,374.7672119140625
838,374.4930114746094
839,374.2190856933594
840,373.9453430175781
841,373.6715087890625
842,373.39605712890625
843,373.1230773925781
844,372.84783935546875
845,372.5734558105469
846,372.3013000488281
847,372.02691650390625
848,371.75299072265625
849,371.47857666015625
850,371.20428466796875
851,370.93115234375
852,370.6586608886719
853,370.3844299316406
854,370.1125793457031
855,369.83935546875
856,369.5660400390625
857,369.2933654785156
858,369.021240234375
859,368.7496032714844
860,368.4789123535156
861,368.2080993652344
862,367.93585205078125
863,367.6672058105469
864,367.3960876464844
865,367.1282958984375
866,366.85919189453125
867,366.5903625488281
868,366.322265625
869,366.055419921875
870,365.7891540527344
871,365.5234680175781
872,365.2567443847656
873,364.9930725097656
874,364.72796630859375
875,364.4656677246094
876,364.2020568847656
877,363.9397888183594
878,363.67803955078125
879,363.41943359375
880,363.157470703125
881,362.898681640625
882,362.6404113769531
883,362.3836669921875
884,362.1250915527344
885,361.869873046875
886,361.6132507324219
887,361.3597412109375
888,361.1053771972656
889,360.8511657714844
890,360.59814453125
891,360.3460388183594
892,360.0950927734375
893,359.8450927734375
894,359.5956115722656
895,359.34478759765625
896,359.096923828125
897,358.8504638671875
898,358.6020812988281
899,358.3548583984375
900,358.1103820800781
901,357.8650207519531
902,357.6200256347656
903,357.3760070800781
904,357.133056640625
905,356.8905334472656
906,356.6484680175781
907,356.40594482421875
908,356.16534423828125
909,355.9261779785156
910,355.6852111816406
911,355.447265625
912,355.2078857421875
913,354.96990966796875
914,354.7340087890625
915,354.4967041015625
916,354.2606201171875
917,354.0247802734375
918,353.7900695800781
919,353.5557861328125
920,353.3224182128906
921,353.08941650390625
922,352.85540771484375
923,352.6239929199219
924,352.3931884765625
925,352.1607971191406
926,351.93182373046875
927,351.7010192871094
928,351.4709167480469
929,351.2435302734375
930,351.01507568359375
931,350.786865234375
932,350.55938720703125
933,350.3326721191406
934,350.10675048828125
935,349.8811340332031
936,349.6568298339844
937,349.43310546875
938,349.2096252441406
939,348.98480224609375
940,348.7628173828125
941,348.5414123535156
942,348.3182373046875
943,348.0984191894531
944,347.8765563964844
945,347.6581726074219
946,347.4379577636719
947,347.21832275390625
948,347.0010070800781
949,346.78289794921875
950,346.5649108886719
951,346.34759521484375
952,346.13116455078125
953,345.9157409667969
954,345.7002258300781
955,345.48590087890625
956,345.2712097167969
957,345.0572509765625
958,344.84503173828125
959,344.63238525390625
960,344.4189758300781
961,344.2076110839844
962,343.99713134765625
963,343.78717041015625
964,343.5754699707031
965,343.3665771484375
966,343.15631103515625
967,342.9483337402344
968,342.7393493652344
969,342.5330810546875
970,342.3246765136719
971,342.1175842285156
972,341.9121398925781
973,341.7060546875
974,341.5003356933594
975,341.2967834472656
976,341.09228515625
977,340.887939453125
978,340.6836242675781
979,340.4809875488281
980,340.278076171875
981,340.0760803222656
