,trend_loss
0,10974.603
1,10715.666
2,10424.065
3,10069.188
4,9613.978
5,9037.947
6,8392.522
7,7764.56
8,7189.663
9,6656.473
10,6149.9014
11,5668.4243
12,5217.312
13,4800.7617
14,4420.7695
15,4078.7275
16,3775.9517
17,3513.3508
18,3291.0999
19,3108.2705
20,2962.1897
21,2847.973
22,2759.5269
23,2691.474
24,2639.8635
25,2601.7603
26,2574.7878
27,2556.8818
28,2546.135
29,2540.6785
30,2538.6445
31,2538.2764
32,2538.144
33,2537.3398
34,2535.528
35,2532.835
36,2529.6465
37,2526.3943
38,2523.384
39,2520.708
40,2518.254
41,2515.7996
42,2513.1353
43,2510.1592
44,2506.9058
45,2503.5056
46,2500.1157
47,2496.8523
48,2493.7476
49,2490.747
50,2487.7415
51,2484.623
52,2481.3374
53,2477.912
54,2474.4563
55,2471.1277
56,2468.0894
57,2465.4653
58,2463.32
59,2461.6523
60,2460.4158
61,2459.5447
62,2458.9749
63,2458.6597
64,2458.5642
65,2458.657
66,2458.898
67,2459.231
68,2459.586
69,2459.892
70,2460.0884
71,2460.1372
72,2460.0278
73,2459.7715
74,2459.394
75,2458.9229
76,2458.3828
77,2457.7908
78,2457.1592
79,2456.4985
80,2455.8198
81,2455.1377
82,2454.4636
83,2453.8057
84,2453.1643
85,2452.5315
86,2451.8928
87,2451.2314
88,2450.5322
89,2449.7822
90,2448.975
91,2448.1074
92,2447.178
93,2446.1882
94,2445.1404
95,2444.039
96,2442.892
97,2441.7092
98,2440.504
99,2439.2886
100,2438.0745
101,2436.8682
102,2435.6716
103,2434.4814
104,2433.2893
105,2432.0837
106,2430.852
107,2429.5789
108,2428.247
109,2426.8406
110,2425.3418
111,2423.7346
112,2422.005
113,2420.1414
114,2418.1323
115,2415.9668
116,2413.6255
117,2411.0789
118,2408.282
119,2405.1812
120,2401.7244
121,2397.8796
122,2393.6348
123,2388.9531
124,2383.7434
125,2377.918
126,2371.4143
127,2363.8875
128,2354.6868
129,2343.375
130,2328.329
131,2308.026
132,2279.6758
133,2247.608
134,2188.039
135,2131.2402
136,2110.4414
137,2124.5515
138,2107.138
139,2022.0732
140,2033.5485
141,2021.1233
142,1975.35
143,2002.746
144,1933.3301
145,1954.8328
146,1898.9508
147,1914.1863
148,1874.6864
149,1875.4087
150,1851.3704
151,1834.4917
152,1830.1166
153,1798.5576
154,1800.3756
155,1776.6666
156,1764.9169
157,1758.7194
158,1735.77
159,1730.3529
160,1717.3085
161,1702.2899
162,1697.6327
163,1685.4662
164,1673.4916
165,1669.7374
166,1659.87
167,1651.2195
168,1647.126
169,1640.9304
170,1633.2552
171,1628.6598
172,1624.9117
173,1618.7941
174,1613.9406
175,1610.6667
176,1606.3535
177,1601.4294
178,1597.8302
179,1594.6238
180,1590.4645
181,1586.4982
182,1583.451
183,1580.1279
184,1576.2966
185,1573.0764
186,1570.1813
187,1566.8274
188,1563.5527
189,1560.825
190,1557.8904
191,1554.7692
192,1552.1003
193,1549.4275
194,1546.5359
195,1543.9595
196,1541.4517
197,1538.7128
198,1536.2092
199,1533.7368
200,1531.0889
201,1528.6101
202,1526.1069
203,1523.4553
204,1520.9247
205,1518.3058
206,1515.5837
207,1512.9268
208,1510.1378
209,1507.2911
210,1504.457
211,1501.492
212,1498.5115
213,1495.5013
214,1492.3918
215,1489.2921
216,1486.1333
217,1482.9215
218,1479.7128
219,1476.4368
220,1473.1439
221,1469.8291
222,1466.4597
223,1463.0862
224,1459.6677
225,1456.2198
226,1452.7524
227,1449.2363
228,1445.704
229,1442.1317
230,1438.5299
231,1434.9069
232,1431.2493
233,1427.5823
234,1423.8904
235,1420.1926
236,1416.4854
237,1412.7736
238,1409.0638
239,1405.3508
240,1401.6458
241,1397.9398
242,1394.2441
243,1390.5524
244,1386.8748
245,1383.2073
246,1379.5596
247,1375.9312
248,1372.3297
249,1368.7554
250,1365.214
251,1361.7056
252,1358.2336
253,1354.7968
254,1351.3972
255,1348.0327
256,1344.7046
257,1341.408
258,1338.1423
259,1334.9011
260,1331.6792
261,1328.4668
262,1325.2556
263,1322.0325
264,1318.7856
265,1315.5021
266,1312.1703
267,1308.7822
268,1305.3336
269,1301.8282
270,1298.2767
271,1294.6985
272,1291.1191
273,1287.5673
274,1284.071
275,1280.6521
276,1277.3248
277,1274.0923
278,1270.9485
279,1267.8796
280,1264.8678
281,1261.8933
282,1258.9388
283,1255.9897
284,1253.037
285,1250.0759
286,1247.1067
287,1244.1323
288,1241.1575
289,1238.1853
290,1235.218
291,1232.2537
292,1229.2865
293,1226.3075
294,1223.3044
295,1220.2653
296,1217.1782
297,1214.0355
298,1210.8339
299,1207.5732
300,1204.2498
301,1200.8455
302,1197.3182
303,1193.606
304,1189.6499
305,1185.4329
306,1180.998
307,1176.4249
308,1171.7778
309,1167.0962
310,1162.5244
311,1158.5386
312,1154.9175
313,1150.1038
314,1144.2083
315,1139.531
316,1136.3049
317,1132.801
318,1127.8193
319,1122.6307
320,1118.6111
321,1115.2168
322,1111.1409
323,1106.2395
324,1101.6201
325,1097.7938
326,1094.1592
327,1090.0149
328,1085.4418
329,1081.0258
330,1076.9807
331,1072.9152
332,1068.4957
333,1063.6
334,1058.5448
335,1053.4036
336,1048.2294
337,1043.0215
338,1037.9375
339,1033.1423
340,1028.882
341,1024.9075
342,1021.3857
343,1016.05286
344,1009.388
345,1000.615
346,993.09576
347,987.5719
348,982.3819
349,976.2105
350,967.86
351,958.70264
352,949.6947
353,941.7594
354,934.71985
355,927.90393
356,920.8432
357,912.7411
358,903.00433
359,891.87445
360,881.6046
361,872.87085
362,865.2112
363,858.7543
364,853.58026
365,849.235
366,839.60126
367,825.646
368,810.24396
369,802.2863
370,798.3794
371,788.89087
372,775.7648
373,764.9368
374,758.818
375,753.70605
376,744.73535
377,734.33154
378,722.6941
379,713.23315
380,706.18835
381,700.3424
382,695.281
383,688.09106
384,680.21106
385,669.45917
386,660.22565
387,653.96497
388,648.9556
389,642.7965
390,634.57086
391,627.3685
392,622.0669
393,617.23376
394,611.7375
395,605.11145
396,598.92535
397,593.6858
398,589.2646
399,585.2877
400,581.10486
401,577.24866
402,572.5971
403,568.1763
404,562.909
405,557.91705
406,553.3814
407,549.6341
408,546.4057
409,543.0536
410,539.4219
411,535.4577
412,531.7317
413,528.4672
414,525.51013
415,522.56384
416,519.3708
417,516.0971
418,512.89417
419,509.90976
420,507.1234
421,504.41473
422,501.70663
423,498.9177
424,496.1137
425,493.27866
426,490.47797
427,487.70486
428,484.97308
429,482.27136
430,479.59424
431,476.9336
432,474.28662
433,471.6497
434,469.0232
435,466.40637
436,463.80203
437,461.21194
438,458.64273
439,456.10645
440,453.6533
441,451.445
442,450.224
443,452.477
444,470.00232
445,498.49994
446,556.8778
447,445.29626
448,496.231
449,519.3956
450,443.2871
451,531.0854
452,435.03317
453,494.12225
454,432.1778
455,475.14078
456,432.90427
457,458.15057
458,426.50092
459,447.55084
460,422.48825
461,438.52066
462,416.17352
463,431.64615
464,412.52664
465,424.40842
466,407.96808
467,418.77246
468,404.41794
469,412.80435
470,400.7568
471,407.99265
472,397.63565
473,402.91284
474,394.4824
475,398.6524
476,391.70602
477,394.29263
478,388.92465
479,390.18423
480,386.65857
481,386.3082
482,384.2373
483,382.5312
484,382.09982
485,379.25287
486,379.75143
487,376.39627
488,376.98523
489,374.05283
490,374.14096
491,372.13986
492,371.1824
493,370.23062
494,368.47803
495,368.13333
496,366.18
497,365.85287
498,364.1984
499,363.4167
500,362.33856
501,361.07373
502,360.41522
