,likelihood
0,1107778.125
1,592894.625
2,356703.34375
3,234614.375
4,165449.921875
5,126482.9921875
6,99673.1640625
7,80030.6953125
8,65901.0234375
9,55973.2421875
10,48527.1171875
11,42869.52734375
12,38421.78515625
13,34837.80859375
14,31898.90234375
15,29454.486328125
16,27396.435546875
17,25645.49609375
18,24142.12109375
19,22841.359375
20,21708.158203125
21,20714.861328125
22,19839.353515625
23,19063.859375
24,18373.517578125
25,17756.123046875
26,17201.439453125
27,16701.0
28,16247.642578125
29,15835.0556640625
30,15458.251953125
31,15112.6357421875
32,14794.6123046875
33,14500.7236328125
34,14228.2978515625
35,13974.9443359375
36,13738.6435546875
37,13517.396484375
38,13309.8134765625
39,13114.4345703125
40,12930.1572265625
41,12755.720703125
42,12590.39453125
43,12433.240234375
44,12283.6220703125
45,12140.7666015625
46,12004.109375
47,11873.19140625
48,11747.5234375
49,11626.666015625
50,11510.1806640625
51,11397.8271484375
52,11289.2080078125
53,11184.140625
54,11082.337890625
55,10983.5146484375
56,10887.5400390625
57,10794.0712890625
58,10703.1533203125
59,10614.4423828125
60,10527.9404296875
61,10443.3671875
62,10360.7578125
63,10279.9033203125
64,10200.65625
65,10123.0380859375
66,10046.9765625
67,9972.32421875
68,9898.9755859375
69,9826.9560546875
70,9756.1689453125
71,9686.5771484375
72,9618.1474609375
73,9550.80078125
74,9484.4736328125
75,9419.27734375
76,9354.970703125
77,9291.6337890625
78,9229.201171875
79,9167.6142578125
80,9106.9609375
81,9047.138671875
82,8988.173828125
83,8929.9306640625
84,8872.513671875
85,8815.853515625
86,8759.916015625
87,8704.7470703125
88,8650.263671875
89,8596.42578125
90,8543.296875
91,8490.8173828125
92,8438.9814453125
93,8387.791015625
94,8337.2451171875
95,8287.3115234375
96,8237.876953125
97,8189.11962890625
98,8140.9189453125
99,8093.25048828125
100,8046.16650390625
101,7999.57568359375
102,7953.5869140625
103,7908.099609375
104,7863.08984375
105,7818.62744140625
106,7774.634765625
107,7731.14794921875
108,7688.10888671875
109,7645.57373046875
110,7603.48046875
111,7561.8798828125
112,7520.6943359375
113,7479.9892578125
114,7439.68994140625
115,7399.84521484375
116,7360.3974609375
117,7321.3984375
118,7282.7880859375
119,7244.60791015625
120,7206.80029296875
121,7169.43115234375
122,7132.3525390625
123,7095.7607421875
124,7059.48583984375
125,7023.58544921875
126,6988.087890625
127,6952.92578125
128,6918.099609375
129,6883.66015625
130,6849.5244140625
131,6815.77685546875
132,6782.3486328125
133,6749.21533203125
134,6716.46044921875
135,6684.00146484375
136,6651.830078125
137,6620.01171875
138,6588.5078125
139,6557.2763671875
140,6526.345703125
141,6495.73828125
142,6465.4013671875
143,6435.34375
144,6405.5634765625
145,6376.10546875
146,6346.8994140625
147,6317.94091796875
148,6289.2685546875
149,6260.89794921875
150,6232.73583984375
151,6204.83984375
152,6177.20556640625
153,6149.81396484375
154,6122.66650390625
155,6095.80322265625
156,6069.14697265625
157,6042.71923828125
158,6016.51953125
159,5990.56103515625
160,5964.84130859375
161,5939.3251953125
162,5914.07421875
163,5889.01123046875
164,5864.15478515625
165,5839.521484375
166,5815.10400390625
167,5790.86328125
168,5766.85205078125
169,5743.04541015625
170,5719.42529296875
171,5696.01220703125
172,5672.79296875
173,5649.76708984375
174,5626.9365234375
175,5604.2685546875
176,5581.80078125
177,5559.50634765625
178,5537.404296875
179,5515.474609375
180,5493.72509765625
181,5472.1455078125
182,5450.736328125
183,5429.490234375
184,5408.42138671875
185,5387.51611328125
186,5366.77685546875
187,5346.1806640625
188,5325.7685546875
189,5305.50390625
190,5285.38427734375
191,5265.423828125
192,5245.61669921875
193,5225.927734375
194,5206.416015625
195,5187.048828125
196,5167.82421875
197,5148.75390625
198,5129.83056640625
199,5111.02783203125
200,5092.3671875
201,5073.82373046875
202,5055.42333984375
203,5037.1748046875
204,5019.06689453125
205,5001.06640625
206,4983.17578125
207,4965.431640625
208,4947.822265625
209,4930.33642578125
210,4912.96923828125
211,4895.7041015625
212,4878.58251953125
213,4861.5791015625
214,4844.69482421875
215,4827.90283203125
216,4811.240234375
217,4794.7041015625
218,4778.27490234375
219,4761.93017578125
220,4745.73046875
221,4729.6240234375
222,4713.61572265625
223,4697.724609375
224,4681.95751953125
225,4666.2802734375
226,4650.67724609375
227,4635.22509765625
228,4619.849609375
229,4604.5556640625
230,4589.38818359375
231,4574.29541015625
232,4559.31884765625
233,4544.44775390625
234,4529.6435546875
235,4514.9560546875
236,4500.357421875
237,4485.83056640625
238,4471.42626953125
239,4457.08447265625
240,4442.85009765625
241,4428.7041015625
242,4414.6298828125
243,4400.66650390625
244,4386.767578125
245,4372.9658203125
246,4359.23193359375
247,4345.5947265625
248,4332.05322265625
249,4318.57080078125
250,4305.18994140625
251,4291.85986328125
252,4278.634765625
253,4265.4755859375
254,4252.39892578125
255,4239.4033203125
256,4226.47998046875
257,4213.63427734375
258,4200.8662109375
259,4188.17236328125
260,4175.54638671875
261,4163.00341796875
262,4150.5263671875
263,4138.1201171875
264,4125.78759765625
265,4113.5361328125
266,4101.345703125
267,4089.221435546875
268,4077.171875
269,4065.1689453125
270,4053.246337890625
271,4041.3994140625
272,4029.619140625
273,4017.9052734375
274,4006.24951171875
275,3994.64501953125
276,3983.1240234375
277,3971.6640625
278,3960.271728515625
279,3948.913330078125
280,3937.645751953125
281,3926.4375
282,3915.286865234375
283,3904.180908203125
284,3893.15380859375
285,3882.18017578125
286,3871.262939453125
287,3860.40576171875
288,3849.608642578125
289,3838.863525390625
290,3828.181640625
291,3817.55908203125
292,3806.979248046875
293,3796.468017578125
294,3785.99072265625
295,3775.59716796875
296,3765.245849609375
297,3754.936767578125
298,3744.70458984375
299,3734.496337890625
300,3724.3720703125
301,3714.2705078125
302,3704.242919921875
303,3694.243896484375
304,3684.3232421875
305,3674.4267578125
306,3664.604736328125
307,3654.81005859375
308,3645.086181640625
309,3635.390869140625
310,3625.759765625
311,3616.1572265625
312,3606.63134765625
313,3597.131103515625
314,3587.67822265625
315,3578.286865234375
316,3568.924560546875
317,3559.62890625
318,3550.362548828125
319,3541.14208984375
320,3531.974609375
321,3522.8427734375
322,3513.75390625
323,3504.72216796875
324,3495.727294921875
325,3486.768310546875
326,3477.8701171875
327,3469.00341796875
328,3460.173583984375
329,3451.392578125
330,3442.66259765625
331,3433.958984375
332,3425.30322265625
333,3416.68408203125
334,3408.11962890625
335,3399.587158203125
336,3391.084716796875
337,3382.631103515625
338,3374.226318359375
339,3365.85205078125
