,trend_loss
0,11121.707
1,10863.107
2,10571.502
3,10216.196
4,9760.055
5,9180.137
6,8525.725
7,7886.2026
8,7298.291
9,6750.6865
10,6230.0503
11,5735.298
12,5271.804
13,4843.9653
14,4453.9116
15,4102.954
16,3792.0117
17,3521.255
18,3289.9395
19,3096.4192
20,2937.9043
21,2810.209
22,2708.3726
23,2627.975
24,2565.6052
25,2518.4058
26,2483.6863
27,2458.8372
28,2441.4126
29,2429.301
30,2420.9514
31,2415.4995
32,2412.6006
33,2411.967
34,2412.967
35,2414.6736
36,2416.2202
37,2417.0396
38,2416.8809
39,2415.7322
40,2413.7175
41,2411.0024
42,2407.7244
43,2403.9614
44,2399.7368
45,2395.0547
46,2389.9478
47,2384.5046
48,2378.8823
49,2373.2886
50,2367.949
51,2363.0732
52,2358.8213
53,2355.287
54,2352.4922
55,2350.3965
56,2348.9163
57,2347.9458
58,2347.3774
59,2347.115
60,2347.0796
61,2347.2056
62,2347.4358
63,2347.7153
64,2347.9902
65,2348.2112
66,2348.337
67,2348.3408
68,2348.2114
69,2347.948
70,2347.5571
71,2347.047
72,2346.425
73,2345.6948
74,2344.8613
75,2343.9304
76,2342.9119
77,2341.8186
78,2340.6665
79,2339.4746
80,2338.2632
81,2337.0552
82,2335.8726
83,2334.7322
84,2333.641
85,2332.5928
86,2331.5698
87,2330.5518
88,2329.5186
89,2328.4536
90,2327.3406
91,2326.1633
92,2324.909
93,2323.5708
94,2322.1523
95,2320.6614
96,2319.1104
97,2317.507
98,2315.8574
99,2314.1636
100,2312.423
101,2310.628
102,2308.7659
103,2306.8215
104,2304.7834
105,2302.6477
106,2300.415
107,2298.089
108,2295.6748
109,2293.179
110,2290.6096
111,2287.9739
112,2285.2754
113,2282.5151
114,2279.6943
115,2276.8171
116,2273.8894
117,2270.917
118,2267.9062
119,2264.8613
120,2261.7805
121,2258.654
122,2255.4678
123,2252.2056
124,2248.8503
125,2245.3894
126,2241.8145
127,2238.1252
128,2234.3245
129,2230.4187
130,2226.4175
131,2222.3315
132,2218.1697
133,2213.9395
134,2209.6436
135,2205.281
136,2200.8457
137,2196.3286
138,2191.7188
139,2187.007
140,2182.1895
141,2177.2695
142,2172.2573
143,2167.1655
144,2162.0088
145,2156.796
146,2151.5288
147,2146.204
148,2140.8157
149,2135.3582
150,2129.832
151,2124.2437
152,2118.604
153,2112.9238
154,2107.211
155,2101.469
156,2095.6958
157,2089.8901
158,2084.0518
159,2078.1843
160,2072.2942
161,2066.3884
162,2060.4717
163,2054.5464
164,2048.6125
165,2042.6697
166,2036.718
167,2030.7595
168,2024.7966
169,2018.833
170,2012.8711
171,2006.9121
172,2000.9557
173,1995.0022
174,1989.0511
175,1983.1034
176,1977.1595
177,1971.2205
178,1965.2867
179,1959.3568
180,1953.4292
181,1947.501
182,1941.5697
183,1935.6322
184,1929.685
185,1923.7239
186,1917.7437
187,1911.7391
188,1905.7062
189,1899.6566
190,1893.6602
191,1888.0239
192,1882.8221
193,1875.9094
194,1868.5668
195,1863.3088
196,1856.1311
197,1849.425
198,1843.4126
199,1835.8212
200,1829.613
201,1822.4243
202,1815.2815
203,1808.6573
204,1801.1508
205,1794.6631
206,1787.7112
207,1781.0448
208,1775.0743
209,1768.6632
210,1763.009
211,1757.3542
212,1751.6217
213,1746.3242
214,1740.7001
215,1735.2358
216,1729.8431
217,1724.2026
218,1718.8123
219,1713.378
220,1707.8425
221,1702.5576
222,1697.2423
223,1691.8535
224,1686.6531
225,1681.4634
226,1676.1537
227,1670.9116
228,1665.7305
229,1660.4517
230,1655.1029
231,1649.789
232,1644.4897
233,1639.1246
234,1633.6963
235,1628.2692
236,1622.8638
237,1617.4421
238,1611.968
239,1606.4673
240,1600.9735
241,1595.4697
242,1589.9204
243,1584.3345
244,1578.7319
245,1573.0745
246,1567.3461
247,1561.5549
248,1555.6597
249,1549.6477
250,1543.5039
251,1537.1935
252,1530.7147
253,1524.0472
254,1517.1931
255,1510.1686
256,1502.993
257,1495.7126
258,1488.3668
259,1481.0011
260,1473.6558
261,1466.3445
262,1459.0679
263,1451.808
264,1444.5334
265,1437.2078
266,1429.7924
267,1422.2812
268,1414.7375
269,1407.911
270,1404.6791
271,1405.715
272,1383.259
273,1386.269
274,1372.8956
275,1366.3037
276,1354.4886
277,1348.004
278,1337.8472
279,1331.7983
280,1319.0073
281,1314.6067
282,1300.9419
283,1295.8512
284,1281.9442
285,1277.4851
286,1262.9769
287,1257.2012
288,1243.1123
289,1236.5876
290,1222.7184
291,1215.2089
292,1202.596
293,1194.055
294,1183.4518
295,1172.5925
296,1163.8042
297,1151.233
298,1142.5155
299,1129.7372
300,1119.0486
301,1108.5498
302,1095.3317
303,1082.4624
304,1070.3088
305,1060.0731
306,1069.4786
307,1082.2731
308,1029.9888
309,1047.3903
310,1025.4458
311,1012.71356
312,1004.8716
313,975.81775
314,985.81287
315,950.4452
316,963.41425
317,936.6024
318,933.5189
319,913.4888
320,905.7847
321,904.54517
322,884.1365
323,881.63525
324,866.8441
325,859.3436
326,855.6506
327,838.75323
328,835.14777
329,827.4426
330,814.10785
331,808.2699
332,804.7123
333,795.67786
334,781.92633
