,trend_loss
0,11065.722
1,10807.092
2,10515.488
3,10160.297
4,9704.345
5,9125.543
6,8474.056
7,7838.476
8,7255.806
9,6714.784
10,6200.753
11,5712.063
12,5253.965
13,4830.8325
14,4444.775
15,4097.1436
16,3789.08
17,3521.2034
18,3293.3828
19,3104.49
20,2951.7646
21,2830.4436
22,2734.8374
23,2660.0354
24,2602.4119
25,2559.1501
26,2527.8018
27,2506.099
28,2491.8633
29,2482.9758
30,2477.461
31,2473.7017
32,2470.6816
33,2468.0837
34,2466.147
35,2465.281
36,2465.5334
37,2466.2314
38,2466.293
39,2464.9695
40,2462.1475
41,2458.1855
42,2453.6309
43,2448.9683
44,2444.4756
45,2440.2114
46,2436.101
47,2432.0527
48,2428.0408
49,2424.1238
50,2420.4136
51,2417.019
52,2413.9993
53,2411.3477
54,2409.0085
55,2406.9133
56,2405.017
57,2403.3218
58,2401.8687
59,2400.7131
60,2399.8965
61,2399.4194
62,2399.2393
63,2399.279
64,2399.4536
65,2399.6885
66,2399.936
67,2400.1724
68,2400.3887
69,2400.5781
70,2400.7268
71,2400.8127
72,2400.8135
73,2400.7146
74,2400.5176
75,2400.24
76,2399.908
77,2399.551
78,2399.191
79,2398.841
80,2398.506
81,2398.186
82,2397.8818
83,2397.596
84,2397.3325
85,2397.0928
86,2396.8757
87,2396.673
88,2396.4736
89,2396.2646
90,2396.0352
91,2395.7764
92,2395.4834
93,2395.1519
94,2394.776
95,2394.3484
96,2393.8618
97,2393.3079
98,2392.6772
99,2391.9639
100,2391.1616
101,2390.2646
102,2389.267
103,2388.1646
104,2386.9546
105,2385.6392
106,2384.2256
107,2382.7275
108,2381.1628
109,2379.55
110,2377.905
111,2376.239
112,2374.5544
113,2372.8435
114,2371.089
115,2369.263
116,2367.3296
117,2365.2476
118,2362.974
119,2360.4724
120,2357.7231
121,2354.7383
122,2351.5789
123,2348.3533
124,2345.1821
125,2342.1138
126,2339.0598
127,2335.8125
128,2332.1226
129,2327.6985
130,2322.165
131,2315.5159
132,2309.0613
133,2303.064
134,2295.2688
135,2287.33
136,2279.4185
137,2268.8591
138,2258.939
139,2247.9
