,likelihood
0,27793.087890625
1,23365.169921875
2,19887.38671875
3,17050.103515625
4,14702.5986328125
5,12759.70703125
6,11150.1572265625
7,9816.6982421875
8,8708.9404296875
9,7785.9052734375
10,7013.76318359375
11,6364.5693359375
12,5815.5185546875
13,5348.11474609375
14,4947.283203125
15,4600.775390625
16,4299.0419921875
17,4034.419677734375
18,3800.87939453125
19,3593.673095703125
20,3408.960205078125
21,3243.5361328125
22,3094.577880859375
23,2959.640380859375
24,2836.49365234375
25,2723.468017578125
26,2619.240478515625
27,2522.977783203125
28,2434.023681640625
29,2351.82080078125
30,2275.818115234375
31,2205.419677734375
32,2140.066650390625
33,2079.22119140625
34,2022.4395751953125
35,1969.3311767578125
36,1919.5826416015625
37,1872.908935546875
38,1829.097900390625
39,1787.9566650390625
40,1749.28759765625
41,1712.939453125
42,1678.7464599609375
43,1646.5400390625
44,1616.173828125
45,1587.4906005859375
46,1560.341796875
47,1534.605224609375
48,1510.127197265625
49,1486.80615234375
50,1464.55322265625
51,1443.2862548828125
52,1422.924072265625
53,1403.4178466796875
54,1384.7139892578125
55,1366.7664794921875
56,1349.5155029296875
57,1332.9266357421875
58,1316.9539794921875
59,1301.5450439453125
60,1286.6798095703125
61,1272.302978515625
62,1258.3951416015625
63,1244.91015625
64,1231.83251953125
65,1219.1297607421875
66,1206.783935546875
67,1194.786376953125
68,1183.1024169921875
69,1171.735107421875
70,1160.6573486328125
71,1149.8568115234375
72,1139.3233642578125
73,1129.048095703125
74,1119.0169677734375
75,1109.2117919921875
76,1099.6309814453125
77,1090.2625732421875
78,1081.09912109375
79,1072.1314697265625
80,1063.351318359375
81,1054.759033203125
82,1046.3402099609375
83,1038.094482421875
84,1030.013427734375
85,1022.0953979492188
86,1014.3265380859375
87,1006.7110595703125
88,999.239501953125
89,991.9092407226562
90,984.7183837890625
91,977.6597290039062
92,970.7283325195312
93,963.925048828125
94,957.2454833984375
95,950.6898193359375
96,944.2447509765625
97,937.9187622070312
98,931.7011108398438
99,925.5928955078125
100,919.5897827148438
101,913.69091796875
102,907.893310546875
103,902.1974487304688
104,896.5947875976562
105,891.0843505859375
106,885.6717529296875
107,880.3471069335938
108,875.108154296875
109,869.9609375
110,864.8951416015625
111,859.9110107421875
112,855.0137329101562
113,850.1917114257812
114,845.4514770507812
115,840.7838134765625
116,836.1966552734375
117,831.6806030273438
118,827.2337646484375
119,822.8631591796875
120,818.5585327148438
121,814.3245849609375
122,810.1531982421875
123,806.0535278320312
124,802.0151977539062
125,798.0414428710938
126,794.126708984375
127,790.2776489257812
128,786.4868774414062
129,782.7545776367188
130,779.0816650390625
131,775.4619750976562
132,771.899658203125
133,768.3931274414062
134,764.942626953125
135,761.5389404296875
136,758.1937255859375
137,754.8966064453125
138,751.6502075195312
139,748.4530639648438
140,745.3023071289062
141,742.20068359375
142,739.1449584960938
143,736.1376342773438
144,733.1741333007812
145,730.2577514648438
146,727.3821411132812
147,724.5481567382812
148,721.7592163085938
149,719.01025390625
150,716.3038940429688
151,713.634521484375
152,711.0076293945312
153,708.417724609375
154,705.8667602539062
155,703.3524780273438
156,700.8722534179688
157,698.4321899414062
