,trend_loss
0,10932.824
1,10673.783
2,10382.289
3,10027.723
4,9573.167
5,8999.039
6,8357.478
7,7734.63
8,7164.575
9,6634.815
10,6130.735
11,5651.66
12,5203.124
13,4789.245
14,4412.002
15,4072.8545
16,3773.1528
17,3513.7578
18,3294.6794
19,3114.748
20,2971.164
21,2859.155
22,2772.818
23,2706.882
24,2657.4495
25,2621.6033
26,2596.9443
27,2581.3406
28,2572.7903
29,2569.3184
30,2568.9683
31,2569.935
32,2570.7903
33,2570.665
34,2569.2737
35,2566.7844
36,2563.6094
37,2560.192
38,2556.8486
39,2553.6953
40,2550.663
41,2547.5886
42,2544.3232
43,2540.8113
44,2537.1118
45,2533.3596
46,2529.7056
47,2526.2542
48,2523.027
49,2519.9595
50,2516.9338
51,2513.8325
52,2510.5903
53,2507.2231
54,2503.829
55,2500.5554
56,2497.557
57,2494.9534
58,2492.806
59,2491.1145
60,2489.8328
61,2488.8962
62,2488.2432
63,2487.8257
64,2487.6094
65,2487.5618
66,2487.6416
67,2487.7917
68,2487.9424
69,2488.0208
70,2487.966
71,2487.739
72,2487.3271
73,2486.7388
74,2485.997
75,2485.1265
76,2484.1484
77,2483.0767
78,2481.9214
79,2480.692
80,2479.4
81,2478.0605
82,2476.689
83,2475.2988
84,2473.8972
85,2472.485
86,2471.0593
87,2469.6133
88,2468.1396
89,2466.6292
90,2465.0652
91,2463.4202
92,2461.647
93,2459.6782
94,2457.4321
95,2454.8293
96,2451.8137
97,2448.356
98,2444.4294
99,2439.9712
100,2434.8823
101,2429.0413
102,2422.18
103,2413.73
104,2403.0767
105,2389.0747
106,2370.0017
107,2342.889
108,2307.185
109,2262.4624
110,2201.625
111,2149.586
112,2106.686
113,2090.779
114,2138.9707
115,2082.6733
116,2521.8743
117,2510.8203
118,2008.407
119,2090.3113
120,2087.8438
121,1964.4672
122,2022.8679
123,1942.3557
124,1917.958
125,1931.7775
126,1888.2793
127,1867.2808
128,1877.1453
129,1854.0643
130,1823.5623
131,1824.8063
132,1809.7391
133,1778.773
134,1771.1409
135,1762.5197
136,1739.9884
137,1724.9174
138,1721.199
139,1704.7616
140,1687.9241
141,1680.6332
142,1670.0732
143,1654.6996
144,1644.5388
145,1639.0518
146,1628.1718
147,1619.0486
148,1614.3652
149,1607.7191
150,1598.8956
151,1592.5144
152,1587.7268
153,1580.5787
154,1573.6915
155,1568.846
156,1563.9136
157,1557.9604
158,1552.553
159,1548.3137
160,1543.852
161,1538.7812
162,1534.2921
163,1530.6152
164,1526.8408
165,1522.8679
166,1519.4609
167,1516.5955
168,1513.5958
169,1510.4994
170,1507.8141
171,1505.396
172,1502.7996
173,1500.2097
174,1497.9406
175,1495.7441
176,1493.3862
177,1491.0979
178,1488.9865
179,1486.8064
180,1484.5438
181,1482.4177
182,1480.3633
183,1478.2269
184,1476.1354
185,1474.1666
186,1472.1693
187,1470.1345
188,1468.1648
189,1466.1802
190,1464.1157
191,1462.0618
192,1460.0093
193,1457.8877
194,1455.7573
195,1453.6478
196,1451.5018
197,1449.3475
198,1447.2218
199,1445.0789
200,1442.923
201,1440.7832
202,1438.6222
203,1436.4337
204,1434.2413
205,1432.0189
206,1429.7617
207,1427.4933
208,1425.1973
209,1422.8748
210,1420.5425
211,1418.185
212,1415.8029
213,1413.4048
214,1410.9756
215,1408.5181
216,1406.0354
217,1403.5173
218,1400.9703
219,1398.395
220,1395.7849
221,1393.1476
222,1390.4788
223,1387.7764
224,1385.0444
225,1382.2776
226,1379.4775
227,1376.6442
228,1373.7744
229,1370.871
230,1367.9313
231,1364.9558
232,1361.9463
233,1358.9003
234,1355.8206
235,1352.7041
236,1349.5509
237,1346.3595
238,1343.1272
239,1339.852
240,1336.5292
241,1333.1561
242,1329.729
243,1326.2451
244,1322.7
245,1319.0896
246,1315.415
247,1311.676
248,1307.863
249,1303.9631
250,1299.9656
251,1295.8556
252,1291.6228
253,1287.271
254,1282.7982
255,1278.1971
256,1273.4567
257,1268.5603
258,1263.5249
259,1258.4973
260,1255.1846
261,1255.5819
262,1257.4476
263,1243.1387
264,1235.0802
265,1236.7719
266,1228.7834
267,1220.7609
268,1219.5851
269,1213.3617
270,1206.7192
271,1204.2397
272,1198.2994
273,1192.847
274,1189.6083
275,1183.6663
276,1178.9019
277,1175.0586
278,1169.3422
279,1164.9227
280,1160.973
281,1155.8057
