,0,1,2,3,4,5,6,7
0,3.2276478,3.1594026,3.1371245,3.0511336,2.9830227,2.848823,2.7932858,2.8154955
1,0.8170288,0.7412946,1.1444671,1.2325644,0.79376197,0.66787153,0.90779126,0.96522284
2,5.3318505,5.5854306,5.551402,5.2610946,5.0265007,5.0282326,5.0295897,4.8712835
