,likelihood
0,26718.498046875
1,22351.314453125
2,18864.65625
3,16069.8037109375
4,13811.29296875
5,11971.900390625
6,10469.0927734375
7,9231.6630859375
8,8207.564453125
9,7357.47607421875
10,6645.98291015625
11,6047.90185546875
12,5541.54541015625
13,5109.7109375
14,4738.68896484375
15,4417.6064453125
16,4137.47412109375
17,3891.552001953125
18,3673.915771484375
19,3480.023681640625
20,3306.2744140625
21,3149.813720703125
22,3008.09716796875
23,2879.212646484375
24,2761.569091796875
25,2653.850830078125
26,2554.853271484375
27,2463.6865234375
28,2379.527587890625
29,2301.6845703125
30,2229.513916015625
31,2162.502197265625
32,2100.1943359375
33,2042.159912109375
34,1988.02001953125
35,1937.4498291015625
36,1890.1396484375
37,1845.81640625
38,1804.25048828125
39,1765.1798095703125
40,1728.4208984375
41,1693.775390625
42,1661.091796875
43,1630.211181640625
44,1600.9686279296875
45,1573.24951171875
46,1546.93115234375
47,1521.9168701171875
48,1498.08935546875
49,1475.362548828125
50,1453.663330078125
51,1432.9027099609375
52,1413.0157470703125
53,1393.94970703125
54,1375.6446533203125
55,1358.03662109375
56,1341.083251953125
57,1324.7401123046875
58,1308.9703369140625
59,1293.7432861328125
60,1279.0150146484375
61,1264.75732421875
62,1250.9471435546875
63,1237.5538330078125
64,1224.5552978515625
65,1211.9267578125
66,1199.6614990234375
67,1187.72705078125
68,1176.1114501953125
69,1164.801513671875
70,1153.7730712890625
71,1143.021240234375
72,1132.5347900390625
73,1122.299072265625
74,1112.29833984375
75,1102.533935546875
76,1092.9910888671875
77,1083.653076171875
78,1074.5220947265625
79,1065.584716796875
80,1056.8375244140625
81,1048.27099609375
82,1039.8804931640625
83,1031.657470703125
84,1023.6047973632812
85,1015.7020263671875
86,1007.9508056640625
87,1000.3518676757812
88,992.9014892578125
89,985.584228515625
90,978.40185546875
91,971.3546142578125
92,964.4302368164062
93,957.63134765625
94,950.95703125
95,944.3998413085938
96,937.9569091796875
97,931.6217651367188
98,925.3980712890625
99,919.28125
100,913.2664794921875
101,907.3555297851562
102,901.5428466796875
103,895.8272705078125
104,890.2052001953125
105,884.6722412109375
106,879.232666015625
107,873.8823852539062
108,868.6195068359375
109,863.437255859375
110,858.3384399414062
111,853.3251953125
112,848.3897094726562
113,843.531494140625
114,838.7489624023438
115,834.0416870117188
116,829.4107055664062
117,824.8516845703125
118,820.3609619140625
119,815.941162109375
120,811.5863037109375
121,807.3038940429688
122,803.0860595703125
123,798.9265747070312
124,794.8375854492188
125,790.807861328125
126,786.8380126953125
127,782.93310546875
128,779.0812377929688
129,775.2939453125
130,771.5558471679688
131,767.8803100585938
132,764.2604370117188
133,760.6927490234375
134,757.1757202148438
135,753.71533203125
136,750.3014526367188
137,746.9401245117188
138,743.6275634765625
139,740.3668212890625
140,737.1547241210938
141,733.9866943359375
142,730.866455078125
143,727.7937622070312
144,724.764404296875
145,721.7821044921875
146,718.83984375
147,715.9427490234375
148,713.085693359375
149,710.273681640625
150,707.4989013671875
151,704.7692260742188
152,702.074951171875
153,699.42041015625
154,696.8041381835938
155,694.224609375
156,691.685546875
157,689.1812744140625
158,686.7112426757812
159,684.2781982421875
160,681.8809814453125
161,679.5181274414062
162,677.1859741210938
163,674.8909301757812
164,672.6268310546875
165,670.39404296875
166,668.1942749023438
167,666.025146484375
168,663.8833618164062
169,661.7785034179688
170,659.6974487304688
171,657.6478271484375
172,655.6251220703125
173,653.6334838867188
174,651.6675415039062
175,649.7323608398438
176,647.81884765625
177,645.9351806640625
178,644.07666015625
179,642.242431640625
180,640.435302734375
181,638.6504516601562
182,636.892333984375
183,635.1599731445312
184,633.4464111328125
185,631.7591552734375
186,630.0921630859375
187,628.4487915039062
188,626.8295288085938
189,625.2305908203125
190,623.652099609375
191,622.0941772460938
192,620.5545043945312
193,619.0397338867188
194,617.543701171875
195,616.0647583007812
196,614.6058349609375
197,613.1688232421875
198,611.7466430664062
199,610.3443603515625
200,608.9600830078125
201,607.5933837890625
202,606.244140625
203,604.9117431640625
204,603.5951538085938
205,602.2958984375
206,601.014892578125
207,599.7449951171875
208,598.4928588867188
209,597.2579345703125
210,596.036865234375
211,594.8292236328125
212,593.638427734375
213,592.4605712890625
214,591.2979125976562
215,590.1487426757812
216,589.0131225585938
217,587.8925170898438
218,586.7833251953125
219,585.6846923828125
220,584.60302734375
221,583.5302734375
222,582.4741821289062
223,581.4249877929688
224,580.3900146484375
225,579.3692016601562
226,578.3564453125
227,577.3557739257812
228,576.3660888671875
