,trend_loss
0,11008.416
1,10749.504
2,10457.754
3,10102.515
4,9646.649
5,9069.169
6,8421.269
7,7790.5117
8,7213.089
9,6677.6455
10,6168.939
11,5685.2188
12,5231.7437
13,4812.843
14,4430.584
15,4086.353
16,3781.4233
17,3516.648
18,3292.1724
19,3107.0803
20,2958.6936
21,2842.1147
22,2751.308
23,2681.0034
24,2627.335
25,2587.405
26,2558.831
27,2539.5166
28,2527.504
29,2520.872
30,2517.7202
31,2516.2976
32,2515.2263
33,2513.6829
34,2511.4182
35,2508.622
36,2505.7002
37,2503.037
38,2500.8057
39,2498.8823
40,2496.93
41,2494.612
42,2491.7778
43,2488.5005
44,2484.996
45,2481.5007
46,2478.1758
47,2475.066
48,2472.1082
49,2469.179
50,2466.1528
51,2462.9573
52,2459.5999
53,2456.1675
54,2452.7993
55,2449.6438
56,2446.8218
57,2444.4062
58,2442.4158
59,2440.831
60,2439.6143
61,2438.7288
62,2438.1465
63,2437.8447
64,2437.7969
65,2437.9617
66,2438.2793
67,2438.6768
68,2439.077
69,2439.4143
70,2439.6428
71,2439.743
72,2439.715
73,2439.5718
74,2439.3323
75,2439.0127
76,2438.628
77,2438.1912
78,2437.7168
79,2437.2231
80,2436.7297
81,2436.256
82,2435.8157
83,2435.414
84,2435.0493
85,2434.712
86,2434.3901
87,2434.0715
88,2433.7458
89,2433.4038
90,2433.0376
91,2432.6396
92,2432.202
93,2431.7168
94,2431.1775
95,2430.5818
96,2429.9282
97,2429.221
98,2428.4658
99,2427.671
100,2426.8452
101,2425.997
102,2425.137
103,2424.2722
104,2423.4094
105,2422.5522
106,2421.7004
107,2420.849
108,2419.99
109,2419.1135
110,2418.2063
111,2417.2568
112,2416.2534
113,2415.186
114,2414.0474
115,2412.8315
116,2411.5364
117,2410.1633
118,2408.7153
119,2407.2
120,2405.626
121,2404.0027
122,2402.338
123,2400.6382
124,2398.9043
125,2397.1345
126,2395.3203
127,2393.45
128,2391.5083
129,2389.478
130,2387.3423
131,2385.0845
132,2382.6882
133,2380.1357
134,2377.4036
135,2374.461
136,2371.2664
137,2367.7683
138,2363.9158
139,2359.6677
140,2354.9932
141,2349.86
142,2344.2234
143,2338.0132
144,2331.043
145,2322.9465
146,2313.2734
147,2301.162
148,2285.302
149,2263.2622
150,2234.2563
151,2197.8386
152,2141.9697
153,2095.4167
154,2051.5386
155,2051.7148
156,2100.451
157,2078.7656
158,2001.9255
159,1963.1116
160,1983.3528
161,1941.2267
162,1918.0422
163,1920.5488
164,1887.009
165,1879.1085
166,1872.3267
167,1843.2349
168,1843.6201
169,1817.1533
170,1809.0625
171,1792.8761
172,1780.4768
173,1766.0364
174,1754.3486
175,1742.4119
176,1732.2028
177,1718.7302
178,1711.9712
179,1699.5161
180,1692.7931
181,1684.5201
182,1676.3447
183,1671.0963
184,1664.3005
185,1658.3081
186,1653.8794
187,1648.6523
188,1643.623
189,1639.8507
190,1635.5919
191,1631.1812
192,1627.6321
193,1623.8762
194,1619.8025
195,1616.3148
196,1612.8397
197,1609.0135
198,1605.542
199,1602.1685
200,1598.4493
201,1594.9762
202,1591.5961
203,1587.9691
204,1584.5624
205,1581.1962
206,1577.6348
207,1574.3156
208,1570.9185
209,1567.5215
210,1564.3105
211,1560.9412
212,1557.7614
213,1554.5284
214,1551.3425
215,1548.21
216,1545.0088
217,1541.9078
218,1538.7004
219,1535.5789
220,1532.3306
221,1529.1354
222,1525.8217
223,1522.5326
224,1519.1288
225,1515.7307
226,1512.2279
227,1508.718
228,1505.1086
229,1501.4856
230,1497.7756
231,1494.0515
232,1490.2539
233,1486.4465
234,1482.5831
235,1478.7166
236,1474.8109
237,1470.9077
238,1466.9788
239,1463.0562
240,1459.1174
241,1455.1875
242,1451.2504
243,1447.3247
244,1443.401
245,1439.493
246,1435.5977
247,1431.7236
248,1427.8748
249,1424.055
250,1420.2726
251,1416.5269
252,1412.8286
253,1409.1729
254,1405.5692
255,1402.0133
256,1398.509
257,1395.0552
258,1391.6511
259,1388.2991
260,1384.9958
261,1381.7439
262,1378.5397
263,1375.3811
264,1372.2638
265,1369.1787
266,1366.1167
267,1363.0623
268,1359.9973
269,1356.8995
270,1353.7407
271,1350.4915
272,1347.1195
273,1343.5973
274,1339.9098
275,1336.0624
276,1332.0928
277,1328.0702
278,1324.0857
279,1320.2344
280,1316.59
281,1313.1914
282,1310.04
283,1307.106
284,1304.3414
285,1301.693
286,1299.1082
287,1296.5393
288,1293.9475
289,1291.3059
290,1288.6052
291,1285.853
292,1283.0695
