,trend_loss
0,12073.478
1,11849.996
2,11636.91
3,11408.949
4,11145.727
5,10824.418
6,10421.021
7,9920.194
8,9333.385
9,8711.859
10,8113.3623
11,7554.9644
12,7022.1763
13,6502.032
14,5992.8525
15,5498.958
16,5025.2393
17,4577.2324
18,4163.981
19,3796.8945
20,3483.8528
21,3224.3147
22,3011.7625
23,2840.4746
24,2707.8835
25,2612.5522
26,2551.1611
27,2517.542
28,2504.6118
29,2505.7605
30,2514.809
31,2526.2163
32,2535.85
33,2541.5347
34,2542.9082
35,2540.8132
36,2536.5674
37,2531.368
38,2525.9653
39,2520.5984
40,2515.1387
41,2509.324
42,2502.981
43,2496.1414
44,2489.042
45,2482.0361
46,2475.4727
47,2469.591
48,2464.4624
49,2459.9924
50,2455.9807
51,2452.2124
52,2448.5442
53,2444.951
54,2441.5205
55,2438.41
56,2435.7795
57,2433.7344
58,2432.293
59,2431.3909
60,2430.9072
61,2430.7107
62,2430.6926
63,2430.7876
64,2430.967
65,2431.2224
66,2431.539
67,2431.8828
68,2432.198
69,2432.4194
70,2432.4912
71,2432.383
72,2432.0996
73,2431.676
74,2431.164
75,2430.619
76,2430.0833
77,2429.5842
78,2429.1338
79,2428.7366
80,2428.395
81,2428.116
82,2427.9075
83,2427.7751
84,2427.7185
85,2427.7273
86,2427.7834
87,2427.864
88,2427.9478
89,2428.018
90,2428.0674
91,2428.094
92,2428.0994
93,2428.087
94,2428.0586
95,2428.0154
96,2427.9592
97,2427.8923
98,2427.8198
99,2427.7473
100,2427.681
101,2427.6245
102,2427.5798
103,2427.5461
104,2427.5215
105,2427.5032
106,2427.4895
107,2427.4783
108,2427.4692
109,2427.4617
110,2427.4548
111,2427.4475
112,2427.4382
113,2427.4268
114,2427.4124
115,2427.396
116,2427.378
117,2427.3596
118,2427.341
119,2427.3228
120,2427.3047
121,2427.2861
122,2427.2678
123,2427.2498
124,2427.2314
125,2427.2139
126,2427.1968
127,2427.18
128,2427.1626
129,2427.1455
130,2427.1282
131,2427.1106
132,2427.093
133,2427.0752
134,2427.0571
135,2427.0393
136,2427.0205
137,2427.002
138,2426.983
139,2426.9631
140,2426.9429
141,2426.9226
142,2426.9019
143,2426.8804
144,2426.859
145,2426.8364
146,2426.814
147,2426.791
148,2426.7678
149,2426.7444
150,2426.7202
151,2426.696
152,2426.6714
153,2426.6458
154,2426.62
155,2426.594
156,2426.5671
157,2426.5396
158,2426.5115
159,2426.483
160,2426.4531
161,2426.423
162,2426.3923
163,2426.3608
164,2426.3284
165,2426.2954
166,2426.2617
167,2426.2268
168,2426.1914
169,2426.1545
170,2426.1172
171,2426.0789
172,2426.0393
173,2425.9988
174,2425.957
175,2425.914
176,2425.8699
177,2425.8242
178,2425.777
179,2425.729
180,2425.6792
181,2425.6277
182,2425.5745
183,2425.5195
184,2425.4624
185,2425.4036
186,2425.3428
187,2425.2798
188,2425.2144
189,2425.1465
190,2425.076
191,2425.0024
192,2424.9263
193,2424.847
194,2424.7642
195,2424.6777
196,2424.5876
197,2424.4937
198,2424.3953
199,2424.292
200,2424.1843
201,2424.0706
202,2423.9517
203,2423.8262
204,2423.6943
205,2423.5557
206,2423.409
207,2423.2537
208,2423.0896
209,2422.916
210,2422.7317
211,2422.5364
212,2422.3284
213,2422.1072
214,2421.8716
215,2421.62
216,2421.3516
217,2421.065
218,2420.7583
219,2420.4302
220,2420.0793
221,2419.7034
222,2419.3013
223,2418.871
224,2418.4111
225,2417.9204
226,2417.3975
227,2416.8416
228,2416.252
229,2415.629
230,2414.9731
231,2414.286
232,2413.5688
233,2412.8247
234,2412.0554
235,2411.2642
236,2410.4536
237,2409.6255
238,2408.7805
239,2407.9192
240,2407.0393
241,2406.1384
242,2405.212
243,2404.2554
244,2403.2612
245,2402.224
246,2401.1357
247,2399.9897
248,2398.7778
249,2397.4932
250,2396.1284
251,2394.677
252,2393.133
253,2391.4912
254,2389.7478
255,2387.8997
256,2385.9463
257,2383.888
258,2381.7268
259,2379.465
260,2377.1055
261,2374.65
262,2372.0984
263,2369.447
264,2366.6902
265,2363.817
266,2360.815
267,2357.6702
268,2354.3674
269,2350.8955
270,2347.2444
271,2343.4094
272,2339.39
273,2335.1855
274,2330.797
275,2326.2207
276,2321.4482
277,2316.4695
278,2311.2703
279,2305.8398
280,2300.1704
281,2294.2598
282,2288.1091
283,2281.7205
284,2275.093
285,2268.222
286,2261.0967
287,2253.7065
288,2246.0427
289,2238.1052
290,2229.8977
291,2221.4258
292,2212.692
293,2203.6943
294,2194.4307
295,2184.8984
296,2175.1006
297,2165.0427
298,2154.7307
299,2144.168
300,2133.355
301,2122.289
302,2110.9683
303,2099.3926
304,2087.5645
305,2075.4905
306,2063.1824
307,2050.6643
308,2037.9802
309,2025.1969
310,2012.4015
311,1999.6868
312,1987.1305
313,1974.7764
314,1962.6265
315,1950.6497
316,1938.803
317,1927.048
318,1915.3663
319,1903.759
320,1892.2427
321,1880.8398
322,1869.5712
323,1858.4476
324,1847.4696
325,1836.6294
326,1825.9165
327,1815.3252
328,1804.8599
329,1794.539
330,1784.3945
331,1774.4695
332,1764.8126
333,1755.4724
334,1746.489
335,1737.8912
336,1729.6912
337,1721.8855
338,1714.4585
339,1707.3875
340,1700.6483
341,1694.2228
342,1688.0975
343,1682.2664
344,1676.7255
345,1671.4708
346,1666.4938
347,1661.7793
348,1657.3049
349,1653.0427
350,1648.9598
351,1645.0225
352,1641.1963
353,1637.4492
354,1633.7511
355,1630.0753
356,1626.396
357,1622.6892
358,1618.9316
359,1615.1003
360,1611.1759
361,1607.149
362,1603.0259
363,1598.8376
364,1594.6414
365,1590.5106
366,1586.5125
367,1582.6761
368,1578.9802
369,1575.3684
370,1571.7817
371,1568.1638
372,1564.4563
373,1560.612
374,1556.6293
375,1552.5522
376,1548.4343
377,1544.3127
378,1540.2261
379,1536.2158
380,1532.2893
381,1528.4015
382,1524.495
383,1520.5378
384,1516.5668
385,1513.0023
386,1511.8279
387,1510.2545
388,1501.5635
389,1498.7783
390,1495.1976
391,1489.3058
392,1487.5643
393,1481.3279
394,1479.5928
395,1473.4332
396,1471.0023
397,1465.5178
398,1462.5944
399,1457.7615
400,1454.0842
401,1449.7567
402,1445.3497
403,1441.4698
404,1436.5828
405,1432.9473
406,1427.8752
407,1424.1149
408,1419.1378
409,1414.7927
410,1410.3373
411,1405.3218
412,1401.0814
413,1396.1008
414,1391.1459
415,1386.5654
416,1381.4086
417,1376.349
418,1371.513
419,1366.2684
420,1360.9161
421,1355.763
422,1350.6417
423,1345.4235
424,1339.895
425,1334.3025
426,1328.5885
427,1322.8744
428,1317.173
429,1311.5022
430,1306.114
431,1302.6644
432,1307.5161
433,1291.1003
434,1288.6539
435,1282.2892
436,1274.7261
437,1269.6296
438,1262.2537
439,1256.2107
440,1249.659
441,1242.6678
442,1236.8672
443,1229.7292
444,1222.8876
445,1218.3282
446,1208.6221
447,1204.2681
448,1196.3134
449,1189.3536
450,1184.4666
451,1176.1956
452,1169.2964
453,1164.4895
454,1158.5494
455,1151.46
456,1143.7991
457,1136.5857
458,1129.9775
459,1124.4656
460,1127.0134
461,1177.2706
462,1194.1912
463,1110.7178
464,1142.2949
465,1125.166
466,1100.0935
467,1119.8132
468,1086.4563
469,1088.3564
470,1097.0334
471,1069.1447
472,1067.552
473,1071.3757
474,1052.7327
475,1050.9506
476,1049.7825
477,1034.3496
478,1033.2522
479,1030.9363
480,1016.9502
481,1017.04083
482,1013.89453
483,1001.8431
484,1001.5715
485,995.5042
486,987.1096
487,987.0226
488,978.5312
489,973.77686
490,971.10895
491,963.4833
492,961.84686
493,954.509
494,952.15173
495,946.59796
496,942.69214
497,938.059
498,934.66614
499,929.44604
500,926.9191
501,920.94434
502,918.7407
503,913.2875
504,910.29266
505,906.7609
506,901.78394
507,899.5481
508,894.8422
509,890.893
510,888.19916
511,883.2716
512,879.97815
513,876.6732
514,872.1199
515,868.9953
516,865.35065
517,861.2423
518,858.06177
519,854.39417
520,850.5107
521,847.22534
522,843.7968
523,840.0536
524,836.4863
525,833.2406
526,830.0752
527,826.74994
528,823.556
529,820.38727
530,818.0333
531,816.22217
532,817.7788
533,812.2405
534,806.3628
535,800.9575
536,800.69763
537,799.0902
538,792.2848
539,791.6284
540,790.29663
541,783.68567
542,783.62683
543,781.4829
544,775.3152
545,775.96185
546,772.7684
547,767.3569
548,768.3438
549,764.3456
550,759.61365
551,760.56024
552,756.42236
553,751.9374
554,752.7705
555,749.02795
556,744.3872
557,745.1
558,741.9938
559,737.0559
560,737.6144
561,735.2197
562,729.95215
563,730.2324
564,728.63885
565,723.0932
566,722.8231
567,722.0777
568,716.5661
569,715.35614
570,715.2212
571,710.3978
572,707.92816
573,707.8136
574,704.64716
575,701.1013
576,699.6703
577,698.583
578,696.2558
579,692.97797
580,690.684
581,689.4204
582,688.27454
583,687.1498
584,685.0974
585,683.26917
586,680.58246
587,678.16895
588,675.378
589,672.8079
590,670.27045
591,667.8844
592,665.5922
593,663.3663
594,661.1868
595,659.05804
596,657.0365
597,655.3472
598,655.0246
599,658.948
600,677.6654
601,672.7642
602,655.2598
603,643.68494
604,655.60645
605,641.50323
606,642.7268
607,639.6648
608,634.7787
609,635.9204
610,629.66797
611,631.538
612,624.54596
613,626.3567
614,620.0656
615,621.4696
616,615.58734
617,616.3285
618,611.3182
619,611.50073
620,607.40247
621,606.5469
622,603.5748
623,601.6619
624,599.96313
625,597.0798
626,596.156
627,592.8367
628,591.8525
629,589.10223
630,587.3198
631,585.54944
632,582.9846
633,581.70526
634,579.146
635,577.4366
636,575.6057
637,573.3037
638,571.8262
639,569.66394
640,567.82367
641,566.18933
642,564.0791
643,562.4669
644,560.6974
645,558.74084
646,557.18164
647,555.3957
648,553.54095
649,551.98706
650,550.2736
651,548.4658
652,546.8978
653,545.3084
654,543.56866
655,541.9355
656,540.43024
657,538.86237
658,537.2244
659,535.6413
660,534.15283
661,532.69226
662,531.1996
663,529.681
664,528.1665
665,526.68176
666,525.2324
667,523.8152
668,522.4274
669,521.07855
670,519.80273
671,518.6881
672,518.0674
673,518.65393
674,523.7116
675,532.9332
676,552.4552
677,520.90106
678,510.86676
679,524.1293
680,511.8325
681,508.8373
682,514.6317
683,504.28998
684,509.61124
685,506.1962
686,502.1388
687,505.98032
688,498.47662
689,501.17593
690,497.5456
691,496.39752
692,496.80203
693,493.05246
694,494.892
695,491.18033
696,491.4193
697,489.94476
698,488.1006
699,488.31046
700,485.70743
701,486.0089
702,484.07486
703,483.22144
704,482.53235
705,480.753
706,480.57153
707,478.88538
708,478.29962
709,477.3261
710,476.04974
711,475.59866
712,474.1942
713,473.49954
714,472.61
715,471.43552
716,470.8386
717,469.73267
718,468.85458
719,468.13934
720,467.05667
721,466.3087
722,465.51117
723,464.50485
724,463.78143
725,462.9752
726,462.02438
727,461.28812
728,460.51443
729,459.60468
730,458.83704
731,458.1066
732,457.2527
733,456.44647
734,455.73163
735,454.95874
736,454.1431
737,453.39285
738,452.6802
