,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-1.010402203,-0.222009629,0.462793559,-0.734646678,-0.221667677,-0.338949353,0.38023591,0.425458312,0.496950388,-0.505088627,-0.512328625,-0.188035473,-0.38321954,0.774339199,0.450199097,0.054080322,-0.315346539,0.432151496
1,-1.105915904,-0.19114399,0.232246667,-0.693736255,-0.245791942,-0.08873827,0.338335812,0.517197073,0.304890603,-0.621573687,-0.310573965,-0.256982863,-0.329848379,0.610918164,0.474709213,0.059978943,-0.155689165,0.306031942
2,-1.106520653,-0.126714364,0.238995433,-0.734373152,-0.425801724,-0.144106805,0.297568351,0.34993422,0.149949819,-0.552672088,-0.310986727,-0.26433298,-0.457113951,0.486939788,0.392449886,-0.003558118,-0.205809981,0.225971013
3,-1.07430017,-0.304522693,0.410247982,-0.775690556,-0.237092122,-0.23832415,0.242515773,0.391240925,0.500819087,-0.578772366,-0.508375525,-0.182771564,-0.457387686,0.647894621,0.363174975,-0.090967089,-0.280702889,0.43338272
4,-1.094801903,-0.133345544,0.264493436,-0.731509864,-0.391163319,-0.20082745,0.342029691,0.315757453,0.191780239,-0.540613532,-0.291374266,-0.203846216,-0.458521694,0.512077093,0.392841369,0.013597839,-0.266451657,0.222649291
5,-1.128053188,-0.178915888,0.218104988,-0.672332346,-0.319341242,-0.114024304,0.300219834,0.375085652,0.236892298,-0.576563716,-0.351389229,-0.266160131,-0.380946964,0.516806722,0.425404578,-0.008021364,-0.252029002,0.230775133
6,-1.164206028,-0.177174971,0.288179487,-0.662750781,-0.328062773,-0.276349783,0.294958949,0.249711603,0.145098314,-0.634386897,-0.309150606,-0.217823088,-0.345687807,0.539322317,0.330366313,-0.007349403,-0.32033208,0.129978672
7,-0.984919548,-0.29310444,0.377183616,-0.760278225,-0.225824744,-0.28413561,0.32390064,0.368734419,0.485993057,-0.53809762,-0.522270918,-0.265213132,-0.387796283,0.744574189,0.407849282,-0.04219098,-0.244604856,0.445574015
8,-1.025150776,-0.152808681,0.320692033,-0.688233733,-0.27868849,-0.214800283,0.270644963,0.4147048,0.496722817,-0.504860282,-0.284566373,-0.14692384,-0.364554524,0.589557827,0.410905302,-0.040372752,-0.263171703,0.416064888
9,-1.052086949,-0.169147819,0.389481246,-0.726067126,-0.335314304,-0.278658688,0.353350073,0.300742537,0.278432727,-0.553201675,-0.434205532,-0.229896411,-0.445563048,0.611681342,0.36675179,0.020852963,-0.315785289,0.263726383
10,-1.053074479,-0.151873574,0.290321618,-0.700008631,-0.272654563,-0.182402328,0.277847797,0.496724665,0.359695613,-0.517224669,-0.356880784,-0.254458338,-0.379136384,0.617895663,0.453876674,-0.004097231,-0.227114856,0.325365841
11,0.134010583,0.298062742,0.100968607,-0.222862959,0.102546543,-0.423315823,0.181347221,0.356018484,0.545910418,0.758598864,-0.344196737,-0.066886224,0.198114127,0.825223327,0.450357318,-0.155838564,-0.328435123,0.426845431
12,-1.043705463,-0.208857179,0.330193996,-0.724254787,-0.283527404,-0.23953335,0.309670389,0.456588387,0.442880869,-0.522575617,-0.381822497,-0.202532902,-0.400279254,0.63126272,0.408097744,0.003663652,-0.220074058,0.426150292
13,-1.107309937,-0.135379821,0.14359051,-0.705693781,-0.393377244,-0.110164642,0.317587674,0.386997819,0.195763901,-0.501935899,-0.178854138,-0.192790076,-0.430986494,0.42835772,0.394962013,0.042516224,-0.162833199,0.238338113
