,0,1,2,3,4,5,6,7,8
0,0.531051338,-0.330947012,0.138340443,-0.330947012,0.468251377,-0.02154991,0.138340443,-0.02154991,0.489991248
1,0.471497267,-0.306514412,0.094101131,-0.306514412,0.463542074,0.032530814,0.094101131,0.032530814,0.460992426
2,0.491403967,-0.283306599,0.12854065,-0.283306599,0.393363476,-0.025920521,0.12854065,-0.025920521,0.38982898
3,0.553898096,-0.341887802,0.144240156,-0.341887802,0.448993593,-0.013278633,0.144240156,-0.013278633,0.509745717
4,0.470231324,-0.287804127,0.145316079,-0.287804127,0.379607379,-0.051526025,0.145316079,-0.051526025,0.368693411
5,0.452828705,-0.242359847,0.108679816,-0.242359847,0.354853541,0.010251537,0.108679816,0.010251537,0.414833605
6,0.424006641,-0.250634074,0.129978582,-0.250634074,0.380806386,-0.046171162,0.129978582,-0.046171162,0.377330452
7,0.527984381,-0.323906302,0.149006844,-0.323906302,0.476562023,-0.030889198,0.149006844,-0.030889198,0.499900579
8,0.551670313,-0.296692491,0.170517698,-0.296692491,0.444901764,-0.022644542,0.170517698,-0.022644542,0.494297206
9,0.526161015,-0.32031554,0.141224295,-0.32031554,0.450481921,-0.025681518,0.141224295,-0.025681518,0.417041481
10,0.470439643,-0.295099914,0.101998456,-0.295099914,0.423708737,0.015111499,0.101998456,0.015111499,0.438480675
11,1.38113308,0.012494125,0.106153406,0.012494125,0.645684659,-0.052764203,0.106153406,-0.052764203,0.543191195
12,0.49083364,-0.289692432,0.109527759,-0.289692432,0.424391747,-0.00411202,0.109527759,-0.00411202,0.483021319
13,0.419547737,-0.22811313,0.080595054,-0.22811313,0.371410191,0.025501143,0.080595054,0.025501143,0.381515115
14,0.569104552,-0.352803886,0.176327392,-0.352803886,0.475745708,-0.033363663,0.176327392,-0.033363663,0.485239714
15,0.58377713,-0.329888821,0.086715579,-0.329888821,0.479303241,-0.028432738,0.086715579,-0.028432738,0.485102773
16,0.5696401,-0.327699214,0.186021313,-0.327699214,0.460027218,-0.062560529,0.186021313,-0.062560529,0.52007997
17,0.533093214,-0.333088309,0.172257632,-0.333088309,0.459180176,-0.047560886,0.172257632,-0.047560886,0.486898303
18,0.476662219,-0.297861874,0.154990226,-0.297861874,0.412262917,-0.035647754,0.154990226,-0.035647754,0.479817063
19,0.512844324,-0.288034141,0.135780305,-0.288034141,0.412449658,-0.016215537,0.135780305,-0.016215537,0.446623087
20,0.465907723,-0.264168501,0.13681744,-0.264168501,0.443595767,0.033429302,0.13681744,0.033429302,0.456792891
21,0.536946952,-0.31907922,0.176479653,-0.31907922,0.484393865,-0.025167346,0.176479653,-0.025167346,0.501403451
22,0.489558399,-0.312122405,0.155101612,-0.312122405,0.499354869,-0.009404466,0.155101612,-0.009404466,0.47489804
23,0.450154781,-0.273581147,0.155220553,-0.273581147,0.415540725,-0.020223953,0.155220553,-0.020223953,0.504419506
24,0.533608079,-0.330607891,0.169966012,-0.330607891,0.437867105,-0.05827288,0.169966012,-0.05827288,0.454117239
25,0.537478864,-0.338756651,0.166931182,-0.338756651,0.495132804,-0.050489347,0.166931182,-0.050489347,0.50594455
26,0.531201065,-0.293517202,0.173715755,-0.293517202,0.403131783,-0.056943238,0.173715755,-0.056943238,0.474253058
27,0.440562069,-0.254463762,0.123305544,-0.254463762,0.402108967,-0.004047208,0.123305544,-0.004047208,0.438822627
28,0.444121629,-0.263750911,0.168336436,-0.263750911,0.418301046,-0.027724601,0.168336436,-0.027724601,0.48799777
29,0.778259695,-0.153096497,0.249725908,-0.153096497,0.634691894,0.050056729,0.249725908,0.050056729,0.515007377
30,0.458632171,-0.271900862,0.129596651,-0.271900862,0.392122328,-0.018227164,0.129596651,-0.018227164,0.474871963
31,0.462298214,-0.284420103,0.096250258,-0.284420103,0.396426916,-0.011332124,0.096250258,-0.011332124,0.384428322
32,0.508412778,-0.325124264,0.121911637,-0.325124264,0.449074388,-0.010455795,0.121911637,-0.010455795,0.383422852
33,1.209531188,0.103059381,-0.085957982,0.103059381,0.768134773,-0.10106203,-0.085957982,-0.10106203,0.66227448
34,0.593450963,-0.34689796,0.154282123,-0.34689796,0.508802891,-0.002715886,0.154282123,-0.002715886,0.474465489
35,0.486205548,-0.282720357,0.13308844,-0.282720357,0.400725782,-0.022384297,0.13308844,-0.022384297,0.453452587
36,0.510536253,-0.320552289,0.111162342,-0.320552289,0.465382814,-0.007531825,0.111162342,-0.007531825,0.442880303
37,0.415787727,-0.233639359,0.155089065,-0.233639359,0.363945425,-0.035199981,0.155089065,-0.035199981,0.451644659
38,0.481802136,-0.268224627,0.146512419,-0.268224627,0.36998117,-0.026247073,0.146512419,-0.026247073,0.393055975
39,0.497666329,-0.288949311,0.101385415,-0.288949311,0.420866609,-0.025350723,0.101385415,-0.025350723,0.437594116
40,0.437814236,-0.281394094,0.13418889,-0.281394094,0.404157609,-0.050577633,0.13418889,-0.050577633,0.429214537
41,0.460444093,-0.290471345,0.107352965,-0.290471345,0.430305123,-0.045347326,0.107352965,-0.045347326,0.471271515
42,0.444928348,-0.280136973,0.117252611,-0.280136973,0.427944541,0.00919193,0.117252611,0.00919193,0.451002777
43,0.514006436,-0.319394499,0.137270778,-0.319394499,0.445684433,-0.016899459,0.137270778,-0.016899459,0.485793531
44,0.473785639,-0.292719662,0.111627258,-0.292719662,0.403348714,-0.047922857,0.111627258,-0.047922857,0.397590101
45,0.4990336,-0.312259316,0.135702729,-0.312259316,0.473319352,0.024502777,0.135702729,0.024502777,0.436890483
46,0.594108999,-0.304356575,0.11835403,-0.304356575,0.493707836,-0.057157233,0.11835403,-0.057157233,0.496263713
47,0.463829517,-0.287218064,0.117322363,-0.287218064,0.411132157,-0.026267458,0.117322363,-0.026267458,0.415677756
48,0.536420822,-0.321863741,0.165127337,-0.321863741,0.437979996,-0.011361189,0.165127337,-0.011361189,0.495078117
49,0.513478994,-0.291705787,0.156236023,-0.291705787,0.401777893,-0.029235877,0.156236023,-0.029235877,0.442902565
50,0.517161906,-0.3026779,0.161890745,-0.3026779,0.440012842,-0.030354157,0.161890745,-0.030354157,0.476972371
51,0.51976043,-0.350718945,0.154562071,-0.350718945,0.488202155,-0.024370879,0.154562071,-0.024370879,0.517740726
52,0.451334,-0.278461456,0.136017084,-0.278461456,0.389782667,-0.051434007,0.136017084,-0.051434007,0.405566305
53,0.494830102,-0.278006375,0.151057437,-0.278006375,0.381026924,-0.032636046,0.151057437,-0.032636046,0.439222753
54,0.528587341,-0.363192409,0.144031152,-0.363192409,0.533755779,-0.021582767,0.144031152,-0.021582767,0.483057052
55,0.479412049,-0.244944558,0.09499409,-0.244944558,0.349894524,0.019899152,0.09499409,0.019899152,0.407586485
56,0.43998307,-0.251813024,0.114398919,-0.251813024,0.361550361,-0.024408855,0.114398919,-0.024408855,0.361647934
57,0.471637517,-0.284109026,0.099075168,-0.284109026,0.43928647,-0.018940825,0.099075168,-0.018940825,0.433052152
58,0.525984228,-0.265965641,0.132288814,-0.265965641,0.56575352,-0.02687658,0.132288814,-0.02687658,0.51873666
