,0,1,2,3,4,5,6,7,8
0,0.473864883184433,-0.26037153601646423,0.08370783179998398,-0.26037153601646423,0.37501949071884155,-0.0015840120613574982,0.08370783179998398,-0.0015840120613574982,0.4070115387439728
1,0.4738468527793884,-0.2841152548789978,0.09119752049446106,-0.2841152548789978,0.41850584745407104,0.012513566762208939,0.09119752049446106,0.012513566762208939,0.451657235622406
2,0.6233991980552673,-0.2649011015892029,0.12363658100366592,-0.2649011015892029,0.44812241196632385,-0.05478841811418533,0.12363658100366592,-0.05478841811418533,0.43414175510406494
3,0.4995048940181732,-0.2796136140823364,0.10801674425601959,-0.2796136140823364,0.3948332667350769,-0.016089584678411484,0.10801674425601959,-0.016089584678411484,0.4275374412536621
4,0.6108765602111816,-0.3157346844673157,0.13261198997497559,-0.3157346844673157,0.47692614793777466,-0.07402955740690231,0.13261198997497559,-0.07402955740690231,0.45136559009552
5,0.4950110912322998,-0.2529275417327881,0.12606734037399292,-0.2529275417327881,0.3718981146812439,-0.009922653436660767,0.12606734037399292,-0.009922653436660767,0.4221471846103668
6,0.43709802627563477,-0.24140261113643646,0.12412597984075546,-0.24140261113643646,0.37154388427734375,-0.034678567200899124,0.12412597984075546,-0.034678567200899124,0.38208502531051636
7,0.49271851778030396,-0.2848350703716278,0.13010619580745697,-0.2848350703716278,0.44148218631744385,-0.027921680361032486,0.13010619580745697,-0.027921680361032486,0.46381551027297974
8,0.5165144205093384,-0.2868369519710541,0.13528034090995789,-0.2868369519710541,0.41097936034202576,-0.020054519176483154,0.13528034090995789,-0.020054519176483154,0.43342098593711853
9,0.5811693072319031,-0.2841021418571472,0.11040488630533218,-0.2841021418571472,0.4438612461090088,-0.010486390441656113,0.11040488630533218,-0.010486390441656113,0.4392353892326355
10,0.45261815190315247,-0.25551849603652954,0.10382727533578873,-0.25551849603652954,0.40762656927108765,0.0011756867170333862,0.10382727533578873,0.0011756867170333862,0.4218006730079651
11,0.49480730295181274,-0.3055758774280548,0.116298146545887,-0.3055758774280548,0.4427008628845215,-0.005713135004043579,0.116298146545887,-0.005713135004043579,0.48705270886421204
12,0.48222389817237854,-0.27954158186912537,0.10992231220006943,-0.27954158186912537,0.42125847935676575,-0.012461993843317032,0.10992231220006943,-0.012461993843317032,0.4450621008872986
13,1.1172536611557007,-0.039663165807724,0.02881803922355175,-0.039663165807724,0.603846549987793,-0.05951876565814018,0.02881803922355175,-0.05951876565814018,0.4786243140697479
14,0.6232137680053711,-0.3588087260723114,0.17104089260101318,-0.3588087260723114,0.4976780414581299,-0.03223046660423279,0.17104089260101318,-0.03223046660423279,0.47546327114105225
15,0.5018202066421509,-0.2618502378463745,0.09038538485765457,-0.2618502378463745,0.3819289207458496,-0.013958089053630829,0.09038538485765457,-0.013958089053630829,0.3965618312358856
16,0.5191935896873474,-0.2754879891872406,0.14098544418811798,-0.2754879891872406,0.4367069900035858,-0.05709860473871231,0.14098544418811798,-0.05709860473871231,0.4443202614784241
17,0.5417425632476807,-0.30229029059410095,0.13673299551010132,-0.30229029059410095,0.43738120794296265,-0.04678724706172943,0.13673299551010132,-0.04678724706172943,0.4339348077774048
18,0.499001681804657,-0.31876707077026367,0.16984666883945465,-0.31876707077026367,0.45449209213256836,-0.07882196456193924,0.16984666883945465,-0.07882196456193924,0.48757845163345337
19,0.4896484911441803,-0.2668977677822113,0.13585205376148224,-0.2668977677822113,0.40047433972358704,-0.03267364948987961,0.13585205376148224,-0.03267364948987961,0.421902596950531
20,0.45833390951156616,-0.245168074965477,0.112341970205307,-0.245168074965477,0.39623332023620605,0.0037593431770801544,0.112341970205307,0.0037593431770801544,0.39533013105392456
21,0.4983631670475006,-0.2640473544597626,0.12723378837108612,-0.2640473544597626,0.40992847084999084,-0.026766374707221985,0.12723378837108612,-0.026766374707221985,0.43425440788269043
22,0.555794894695282,-0.3479324281215668,0.1470666080713272,-0.3479324281215668,0.5158316493034363,-0.03458293899893761,0.1470666080713272,-0.03458293899893761,0.47052839398384094
23,0.4836163818836212,-0.2589242458343506,0.13817118108272552,-0.2589242458343506,0.41579771041870117,-0.028158046305179596,0.13817118108272552,-0.028158046305179596,0.430754691362381
24,0.4754813015460968,-0.271665096282959,0.12597183883190155,-0.271665096282959,0.3941798806190491,-0.033450353890657425,0.12597183883190155,-0.033450353890657425,0.3654327690601349
25,0.4626733958721161,-0.23888079822063446,0.11896258592605591,-0.23888079822063446,0.3788638114929199,-0.02365271747112274,0.11896258592605591,-0.02365271747112274,0.4094141721725464
