,likelihood
0,13484.759765625
1,10964.849609375
2,9027.05078125
3,7518.9365234375
4,6345.65869140625
5,5436.4619140625
6,4735.51123046875
7,4198.80712890625
8,3788.33544921875
9,3468.15234375
10,3208.0166015625
11,2986.842529296875
12,2794.948486328125
13,2634.7490234375
14,2492.093017578125
15,2366.885986328125
16,2255.633544921875
17,2150.93212890625
18,2063.88671875
19,1979.4317626953125
20,1906.5860595703125
21,1834.84228515625
22,1774.008056640625
23,1715.377197265625
24,1661.6380615234375
25,1610.594970703125
26,1565.7857666015625
27,1522.7642822265625
28,1485.031005859375
29,1447.9278564453125
30,1416.4892578125
31,1385.832275390625
32,1357.612548828125
33,1332.5894775390625
34,1308.69921875
35,1286.36865234375
36,1266.26806640625
37,1247.272705078125
38,1228.9273681640625
39,1211.943115234375
40,1196.067138671875
41,1180.7506103515625
42,1165.9605712890625
43,1151.964111328125
44,1138.68212890625
45,1125.7666015625
46,1113.2265625
47,1101.258544921875
48,1089.7957763671875
49,1078.6630859375
50,1067.823486328125
51,1057.3658447265625
52,1047.3067626953125
53,1037.5279541015625
54,1027.97607421875
55,1018.6934814453125
56,1009.704345703125
57,1000.9537353515625
58,992.3876342773438
59,984.0000610351562
60,975.8217163085938
61,967.8367919921875
62,960.0061645507812
63,952.3070678710938
64,944.7472534179688
65,937.3251953125
66,930.0144653320312
67,922.7918090820312
68,915.6339721679688
69,908.5443115234375
70,901.509765625
71,894.517333984375
72,887.551513671875
73,880.6119384765625
74,873.7141723632812
75,866.895751953125
76,860.20166015625
77,853.6815795898438
78,847.3836669921875
79,841.34228515625
80,835.5551147460938
81,829.999267578125
82,824.634765625
83,819.4151611328125
84,814.305908203125
85,809.2890625
86,804.35498046875
87,799.4987182617188
88,794.7294921875
89,790.0490112304688
90,785.4553833007812
91,780.9468383789062
92,776.512939453125
93,772.1473388671875
94,767.8428955078125
95,763.5890502929688
96,759.3912353515625
97,755.2572021484375
98,751.1878662109375
99,747.1973876953125
100,743.2897338867188
101,739.4640502929688
102,735.7191772460938
103,732.0477905273438
104,728.4376831054688
105,724.8828125
106,721.3767700195312
107,717.9246826171875
108,714.5214233398438
109,711.1691284179688
110,707.8758544921875
111,704.6338500976562
112,701.4425048828125
113,698.2965698242188
114,695.1954345703125
115,692.1371459960938
116,689.1219482421875
117,686.1454467773438
118,683.2115478515625
119,680.3212890625
120,677.472900390625
121,674.6630859375
122,671.893310546875
123,669.1614990234375
124,666.4631958007812
125,663.80126953125
126,661.1734008789062
127,658.57958984375
128,656.0205078125
129,653.4907836914062
130,650.9933471679688
131,648.5301513671875
132,646.0935668945312
133,643.6913452148438
134,641.316162109375
135,638.9700317382812
136,636.6481323242188
137,634.3588256835938
138,632.0933837890625
139,629.8562622070312
140,627.6456909179688
141,625.4617919921875
142,623.3005981445312
143,621.1633911132812
144,619.0516967773438
145,616.9642333984375
146,614.8963012695312
147,612.8558959960938
148,610.8345947265625
149,608.8361206054688
150,606.8606567382812
151,604.9026489257812
152,602.9688110351562
153,601.054443359375
154,599.1600952148438
155,597.2848510742188
156,595.4283447265625
157,593.5940551757812
158,591.7753295898438
159,589.975830078125
160,588.19580078125
161,586.4342041015625
162,584.6871337890625
163,582.9605102539062
164,581.2493896484375
165,579.5551147460938
166,577.8778076171875
167,576.2164306640625
168,574.56982421875
169,572.9393310546875
170,571.3267822265625
171,569.7276000976562
172,568.1417846679688
173,566.5730590820312
174,565.01953125
175,563.4786987304688
176,561.9529418945312
177,560.440673828125
178,558.9432373046875
179,557.4579467773438
180,555.9872436523438
181,554.5283203125
182,553.0836791992188
183,551.652587890625
184,550.2333984375
185,548.8245849609375
186,547.4292602539062
187,546.0474853515625
188,544.6761474609375
189,543.3176879882812
190,541.9697265625
191,540.6339111328125
192,539.3101806640625
193,537.9965209960938
194,536.6947631835938
195,535.4031372070312
196,534.1209716796875
197,532.8521728515625
198,531.5924682617188
199,530.3417358398438
200,529.1041870117188
201,527.8753051757812
202,526.6558227539062
203,525.4473266601562
204,524.2470703125
205,523.057373046875
206,521.8770751953125
207,520.7067260742188
208,519.5438842773438
209,518.39111328125
210,517.2476196289062
211,516.1139526367188
212,514.9871215820312
213,513.8696899414062
214,512.7611694335938
215,511.6619873046875
216,510.5694580078125
217,509.4855041503906
218,508.4108581542969
219,507.34454345703125
220,506.2841796875
221,505.2325134277344
222,504.189453125
223,503.154541015625
224,502.12542724609375
225,501.10418701171875
226,500.0912780761719
227,499.0864562988281
228,498.089111328125
229,497.0973815917969
230,496.1130676269531
231,495.1365966796875
232,494.16741943359375
233,493.20330810546875
234,492.24688720703125
235,491.2970886230469
236,490.3550720214844
237,489.4176025390625
238,488.4895935058594
239,487.56585693359375
240,486.6490478515625
241,485.73699951171875
242,484.8338623046875
243,483.93505859375
244,483.04248046875
245,482.1571044921875
246,481.2776184082031
247,480.40240478515625
248,479.533203125
249,478.67047119140625
250,477.8139953613281
251,476.96124267578125
252,476.1168518066406
253,475.27593994140625
254,474.44091796875
255,473.6120910644531
256,472.78662109375
257,471.9691467285156
258,471.1546325683594
259,470.34625244140625
260,469.5433349609375
261,468.7431640625
262,467.9515380859375
263,467.1624755859375
264,466.3785400390625
265,465.6003723144531
266,464.82708740234375
267,464.05694580078125
268,463.2918395996094
269,462.5317687988281
270,461.7770080566406
271,461.02679443359375
272,460.2817687988281
273,459.5393371582031
274,458.8016662597656
275,458.0688781738281
276,457.3407897949219
277,456.6173095703125
278,455.8962707519531
279,455.179931640625
280,454.46832275390625
281,453.760986328125
282,453.05792236328125
283,452.35968017578125
284,451.6634521484375
285,450.97186279296875
286,450.2841796875
287,449.601318359375
288,448.9219665527344
289,448.2473449707031
290,447.574462890625
291,446.90582275390625
292,446.2411193847656
293,445.58050537109375
294,444.9241638183594
295,444.27154541015625
296,443.6209716796875
297,442.973876953125
298,442.3308410644531
299,441.6917419433594
300,441.0563659667969
301,440.42266845703125
302,439.79486083984375
303,439.16839599609375
304,438.5459289550781
305,437.9267272949219
306,437.31134033203125
307,436.69940185546875
308,436.0888671875
309,435.4821472167969
310,434.8809509277344
311,434.2809143066406
312,433.68243408203125
313,433.0890197753906
314,432.4992370605469
315,431.9107360839844
316,431.325927734375
317,430.74566650390625
318,430.1649475097656
319,429.5894470214844
320,429.0173034667969
321,428.4458923339844
322,427.8799133300781
323,427.31475830078125
324,426.7527160644531
325,426.194091796875
