,likelihood
0,3125167.25
1,2313180.25
2,1774640.875
3,1389115.25
4,1104916.625
5,893910.875
6,735251.3125
7,613966.5
8,519431.09375
9,444522.34375
10,384361.65625
11,335559.09375
12,295639.625
13,262721.9375
14,235352.0625
15,212395.0
16,192960.15625
17,176356.328125
18,162041.421875
19,149608.5625
20,138736.171875
21,129173.7265625
22,120728.4140625
23,113240.578125
24,106585.734375
25,100652.0546875
26,95350.4140625
27,90601.859375
28,86335.1484375
29,82493.3984375
30,79018.3671875
31,75868.1015625
32,72999.0703125
33,70378.125
34,67973.6953125
35,65761.25
36,63718.02734375
37,61825.56640625
38,60067.5
39,58430.54296875
40,56901.83203125
41,55471.3046875
42,54128.1953125
43,52865.45703125
44,51675.265625
45,50550.62109375
46,49485.16796875
47,48474.0859375
48,47512.390625
49,46595.71875
50,45720.2578125
51,44882.87890625
52,44080.78125
53,43310.9375
54,42571.58203125
55,41860.3359375
56,41175.5390625
57,40515.69921875
58,39879.04296875
59,39264.515625
60,38670.96484375
61,38096.53515625
62,37540.828125
63,37002.46484375
64,36480.453125
65,35973.80078125
66,35481.6953125
67,35003.17578125
68,34537.37890625
69,34084.12109375
70,33642.328125
71,33211.54296875
72,32791.16015625
73,32380.712890625
74,31979.783203125
75,31588.169921875
76,31204.927734375
77,30829.958984375
78,30463.345703125
79,30104.294921875
80,29752.4375
81,29407.6484375
82,29069.68359375
83,28738.435546875
84,28413.447265625
85,28094.580078125
86,27781.646484375
87,27474.34375
88,27172.8671875
89,26876.521484375
90,26585.595703125
91,26299.66796875
92,26018.435546875
93,25742.380859375
94,25471.14453125
95,25204.404296875
96,24942.193359375
97,24684.2265625
98,24430.5703125
99,24181.1953125
100,23935.5859375
101,23694.107421875
102,23456.580078125
103,23222.7578125
104,22992.546875
105,22766.0234375
106,22543.009765625
107,22323.4453125
108,22107.185546875
109,21894.267578125
110,21684.65234375
111,21478.09765625
112,21274.80859375
113,21074.24609375
114,20876.916015625
115,20682.375
116,20490.7109375
117,20301.9296875
118,20115.671875
119,19932.302734375
120,19751.55859375
121,19573.3046875
122,19397.60546875
123,19224.373046875
124,19053.73828125
125,18885.376953125
126,18719.244140625
127,18555.583984375
128,18394.173828125
129,18234.970703125
130,18077.875
131,17923.015625
132,17770.236328125
133,17619.47265625
134,17470.87109375
135,17324.208984375
136,17179.52734375
137,17036.849609375
138,16895.818359375
139,16756.9140625
140,16619.6875
141,16484.333984375
142,16350.705078125
143,16218.9404296875
144,16088.6767578125
145,15960.2294921875
146,15833.5673828125
147,15708.3544921875
148,15584.7568359375
149,15462.826171875
150,15342.482421875
151,15223.599609375
152,15106.1728515625
153,14990.40625
154,14876.015625
155,14763.0654296875
156,14651.41796875
157,14541.30078125
158,14432.544921875
159,14325.1748046875
160,14219.0380859375
161,14114.2412109375
162,14010.7841796875
163,13908.603515625
164,13807.736328125
165,13708.0322265625
166,13609.5615234375
167,13512.2841796875
168,13416.1318359375
169,13321.23828125
170,13227.4296875
171,13134.8232421875
172,13043.37109375
173,12952.9697265625
174,12863.642578125
175,12775.388671875
176,12688.2197265625
177,12602.037109375
178,12516.9560546875
179,12432.84765625
180,12349.7177734375
181,12267.5869140625
182,12186.4345703125
183,12106.2607421875
184,12027.0126953125
185,11948.6826171875
186,11871.2958984375
187,11794.791015625
188,11719.2529296875
189,11644.5419921875
190,11570.693359375
191,11497.779296875
192,11425.58984375
193,11354.3173828125
194,11283.8408203125
195,11214.1640625
196,11145.349609375
197,11077.2451171875
198,11009.931640625
199,10943.4638671875
200,10877.693359375
201,10812.703125
202,10748.44140625
203,10684.9443359375
204,10622.1201171875
205,10559.9794921875
206,10498.5947265625
207,10437.88671875
208,10377.875
209,10318.42578125
210,10259.78125
211,10201.7138671875
212,10144.2744140625
213,10087.55859375
214,10031.3740234375
215,9975.8720703125
216,9920.953125
217,9866.6396484375
218,9812.923828125
219,9759.8076171875
220,9707.2333984375
221,9655.3125
222,9603.8818359375
223,9553.0224609375
224,9502.7353515625
225,9452.939453125
226,9403.7041015625
227,9355.0302734375
228,9306.880859375
229,9259.181640625
230,9212.021484375
231,9165.310546875
232,9119.1630859375
233,9073.47265625
